newman_leadership,higher_order_newman,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
0.4955,0.4915,0.496,0.3285,0.3285,0.3375,0.3375,0.333,485
0.4945,0.5035,0.5125,0.2965,0.2965,0.321,0.321,0.317,983
0.4785,0.4965,0.47,0.319,0.319,0.33,0.33,0.3315,313
0.494,0.4805,0.504,0.308,0.308,0.326,0.326,0.3185,242
0.494,0.5035,0.5125,0.311,0.311,0.3315,0.3315,0.3225,916
0.5015,0.495,0.5005,0.308,0.308,0.329,0.329,0.3175,900
0.5025,0.507,0.5015,0.299,0.299,0.313,0.313,0.3185,199
0.4995,0.511,0.515,0.314,0.314,0.3295,0.3295,0.341,976
0.478,0.508,0.497,0.3235,0.3235,0.3355,0.3355,0.34,648
0.4855,0.506,0.482,0.324,0.324,0.329,0.329,0.337,327
0.495,0.504,0.5055,0.3125,0.3125,0.3415,0.3415,0.3325,794
0.496,0.5065,0.4995,0.322,0.322,0.326,0.326,0.3395,770
0.5105,0.485,0.5185,0.3245,0.3245,0.3395,0.3395,0.331,407
0.501,0.5025,0.5165,0.3365,0.3365,0.345,0.345,0.3495,336
0.4735,0.496,0.512,0.311,0.311,0.3335,0.3335,0.322,523
0.4955,0.496,0.5005,0.309,0.309,0.329,0.329,0.3155,466
0.499,0.505,0.503,0.306,0.306,0.317,0.317,0.3135,235
0.5165,0.4885,0.5105,0.319,0.319,0.3275,0.3275,0.332,829
0.486,0.506,0.491,0.328,0.328,0.3385,0.3385,0.3335,600
0.4875,0.492,0.505,0.3045,0.3045,0.3145,0.3145,0.3105,442
0.493,0.494,0.504,0.3115,0.3115,0.3185,0.3185,0.3205,443
0.527,0.5245,0.524,0.302,0.302,0.304,0.304,0.3115,973
0.4985,0.4895,0.4795,0.3055,0.3055,0.323,0.323,0.3225,94
0.5,0.497,0.5035,0.3285,0.3285,0.3385,0.3385,0.337,308
0.497,0.5125,0.4995,0.3185,0.3185,0.339,0.339,0.3355,62
0.51,0.518,0.503,0.326,0.326,0.342,0.342,0.345,494
0.4885,0.5075,0.4885,0.32,0.32,0.3365,0.3365,0.3285,11
0.506,0.4975,0.4845,0.2985,0.2985,0.314,0.314,0.3105,713
0.5005,0.5085,0.486,0.3205,0.3205,0.3265,0.3265,0.3405,354
0.493,0.5055,0.4905,0.317,0.317,0.337,0.337,0.3345,984
0.507,0.5065,0.5035,0.3275,0.3275,0.3305,0.3305,0.3365,317
0.504,0.483,0.4975,0.31,0.31,0.3285,0.3285,0.319,320
0.516,0.496,0.4875,0.3165,0.3165,0.3345,0.3345,0.324,977
0.5045,0.5045,0.506,0.3015,0.3015,0.312,0.312,0.307,346
0.4975,0.4945,0.5035,0.3095,0.3095,0.307,0.307,0.322,654
0.4975,0.518,0.505,0.331,0.331,0.3435,0.3435,0.342,822
0.494,0.4895,0.495,0.3195,0.3195,0.3385,0.3385,0.328,476
0.4885,0.4995,0.513,0.3135,0.3135,0.3235,0.3235,0.3225,353
0.514,0.5,0.517,0.3255,0.3255,0.3335,0.3335,0.346,481
0.5165,0.5385,0.535,0.315,0.315,0.3265,0.3265,0.3175,776
0.464,0.4825,0.4835,0.2915,0.2915,0.311,0.311,0.3135,462
0.5215,0.5095,0.4895,0.3225,0.3225,0.3395,0.3395,0.33,74
0.5245,0.5185,0.4785,0.31,0.31,0.318,0.318,0.3235,938
0.502,0.48,0.486,0.317,0.317,0.33,0.33,0.323,403
0.5265,0.512,0.5145,0.3105,0.3105,0.321,0.321,0.3255,603
0.528,0.4945,0.518,0.34,0.34,0.3395,0.3395,0.34,255
0.4935,0.4995,0.475,0.32,0.32,0.3345,0.3345,0.336,386
0.5025,0.497,0.4905,0.3265,0.3265,0.3335,0.3335,0.3475,788
0.493,0.491,0.495,0.3125,0.3125,0.3255,0.3255,0.323,896
0.465,0.4895,0.4815,0.299,0.299,0.314,0.314,0.3125,562
0.5085,0.505,0.5165,0.311,0.311,0.331,0.331,0.329,533
0.4885,0.4995,0.492,0.315,0.315,0.331,0.331,0.321,543
0.4895,0.4985,0.5,0.3275,0.3275,0.34,0.34,0.3345,641
0.5085,0.518,0.5015,0.3155,0.3155,0.334,0.334,0.333,565
0.507,0.514,0.519,0.3155,0.3155,0.3265,0.3265,0.3245,699
0.514,0.4925,0.4955,0.294,0.294,0.3165,0.3165,0.327,60
0.4875,0.465,0.4885,0.303,0.303,0.32,0.32,0.317,376
0.5165,0.524,0.5005,0.3225,0.3225,0.332,0.332,0.3365,360
0.5015,0.5055,0.504,0.3055,0.3055,0.3215,0.3215,0.3205,732
0.495,0.4955,0.4945,0.31,0.31,0.3125,0.3125,0.321,416
0.508,0.4845,0.4925,0.3045,0.3045,0.3285,0.3285,0.3155,745
0.5025,0.4855,0.516,0.312,0.312,0.3355,0.3355,0.324,102
0.493,0.5305,0.4935,0.3045,0.3045,0.323,0.323,0.3165,948
0.4895,0.4945,0.4885,0.316,0.316,0.337,0.337,0.3275,953
0.51,0.5115,0.507,0.312,0.312,0.308,0.308,0.321,583
0.5005,0.505,0.488,0.31,0.31,0.3365,0.3365,0.329,998
0.492,0.5265,0.485,0.3275,0.3275,0.325,0.325,0.339,527
0.498,0.504,0.4605,0.3035,0.3035,0.321,0.321,0.3105,674
0.4935,0.478,0.499,0.3015,0.3015,0.3225,0.3225,0.314,881
0.4865,0.514,0.4955,0.3405,0.3405,0.3515,0.3515,0.3415,380
0.5075,0.508,0.5055,0.3235,0.3235,0.328,0.328,0.318,975
0.511,0.4935,0.503,0.327,0.327,0.3275,0.3275,0.341,49
0.4995,0.522,0.5185,0.3175,0.3175,0.331,0.331,0.3245,911
0.4915,0.5005,0.4925,0.3195,0.3195,0.3405,0.3405,0.338,331
0.5,0.5045,0.498,0.3185,0.3185,0.337,0.337,0.3375,404
0.497,0.4925,0.5085,0.302,0.302,0.326,0.326,0.32,946
0.469,0.463,0.4805,0.3245,0.3245,0.3165,0.3165,0.3315,801
0.516,0.52,0.513,0.325,0.325,0.3465,0.3465,0.3405,232
0.4755,0.526,0.489,0.3125,0.3125,0.328,0.328,0.324,857
0.483,0.511,0.4945,0.312,0.312,0.316,0.316,0.325,420
0.532,0.523,0.492,0.317,0.317,0.334,0.334,0.322,203
0.54,0.524,0.5345,0.3305,0.3305,0.357,0.357,0.3405,542
0.4815,0.479,0.4815,0.3075,0.3075,0.32,0.32,0.315,557
0.5105,0.5075,0.49,0.3195,0.3195,0.328,0.328,0.334,349
0.525,0.519,0.5255,0.3175,0.3175,0.3265,0.3265,0.3245,437
0.4765,0.5115,0.495,0.317,0.317,0.322,0.322,0.3295,258
0.5035,0.5215,0.505,0.3025,0.3025,0.3405,0.3405,0.3265,663
0.4675,0.4815,0.482,0.3195,0.3195,0.326,0.326,0.3245,59
0.4855,0.4805,0.471,0.329,0.329,0.342,0.342,0.3405,319
0.488,0.5065,0.4905,0.3055,0.3055,0.3205,0.3205,0.3185,570
0.5015,0.5015,0.4965,0.31,0.31,0.324,0.324,0.3055,875
0.513,0.4965,0.507,0.318,0.318,0.3385,0.3385,0.322,516
0.4715,0.503,0.477,0.3145,0.3145,0.332,0.332,0.3265,329
0.4955,0.505,0.4835,0.3295,0.3295,0.3495,0.3495,0.341,397
0.487,0.5005,0.486,0.321,0.321,0.3205,0.3205,0.328,672
0.5155,0.5115,0.5075,0.325,0.325,0.34,0.34,0.333,169
0.482,0.4905,0.4865,0.3065,0.3065,0.3265,0.3265,0.3305,812
0.516,0.5025,0.5125,0.324,0.324,0.3275,0.3275,0.3315,33
0.4935,0.4945,0.4995,0.322,0.322,0.333,0.333,0.328,639
0.515,0.4935,0.508,0.31,0.31,0.3215,0.3215,0.325,86
0.4925,0.518,0.487,0.32,0.32,0.3415,0.3415,0.338,224
0.4955,0.497,0.487,0.31,0.31,0.324,0.324,0.327,166
0.5125,0.5095,0.506,0.3155,0.3155,0.335,0.335,0.3285,75
0.502,0.4955,0.5005,0.3105,0.3105,0.3205,0.3205,0.323,883
0.4975,0.499,0.4975,0.316,0.316,0.338,0.338,0.3445,489
0.5195,0.531,0.495,0.2995,0.2995,0.3205,0.3205,0.309,277
0.517,0.5055,0.513,0.329,0.329,0.343,0.343,0.3345,615
0.4975,0.4975,0.482,0.33,0.33,0.3435,0.3435,0.3395,113
0.4865,0.495,0.499,0.2985,0.2985,0.3195,0.3195,0.316,799
0.4885,0.5025,0.469,0.3,0.3,0.3095,0.3095,0.299,993
0.499,0.5,0.527,0.3315,0.3315,0.3435,0.3435,0.3525,888
0.5175,0.5115,0.4845,0.317,0.317,0.319,0.319,0.323,97
0.4965,0.5005,0.483,0.298,0.298,0.312,0.312,0.296,433
0.501,0.5135,0.5,0.3125,0.3125,0.3035,0.3035,0.319,409
0.504,0.4835,0.4695,0.285,0.285,0.312,0.312,0.3045,125
0.5005,0.51,0.4925,0.3235,0.3235,0.3485,0.3485,0.339,870
0.5055,0.488,0.5025,0.3295,0.3295,0.3455,0.3455,0.344,582
0.492,0.485,0.496,0.324,0.324,0.3205,0.3205,0.3355,577
0.4935,0.4895,0.4795,0.3105,0.3105,0.3065,0.3065,0.307,827
0.4845,0.4895,0.4895,0.3265,0.3265,0.338,0.338,0.3485,127
0.497,0.5115,0.493,0.315,0.315,0.3145,0.3145,0.3305,88
0.522,0.503,0.512,0.312,0.312,0.3135,0.3135,0.3295,752
0.5,0.4965,0.4875,0.3205,0.3205,0.3285,0.3285,0.3335,384
0.4875,0.486,0.512,0.2925,0.2925,0.3205,0.3205,0.2975,305
0.498,0.494,0.492,0.293,0.293,0.311,0.311,0.314,536
0.508,0.511,0.4915,0.31,0.31,0.3235,0.3235,0.318,379
0.4915,0.4955,0.497,0.2865,0.2865,0.314,0.314,0.298,547
0.5175,0.496,0.505,0.3205,0.3205,0.338,0.338,0.328,811
0.481,0.499,0.4925,0.308,0.308,0.3185,0.3185,0.328,988
0.499,0.4925,0.498,0.3155,0.3155,0.34,0.34,0.3315,208
0.505,0.4935,0.501,0.309,0.309,0.321,0.321,0.323,743
0.493,0.4995,0.502,0.3185,0.3185,0.3375,0.3375,0.3425,856
0.492,0.478,0.4995,0.312,0.312,0.3285,0.3285,0.319,37
0.518,0.516,0.5135,0.3065,0.3065,0.3175,0.3175,0.323,188
0.4845,0.4945,0.489,0.322,0.322,0.336,0.336,0.327,220
0.494,0.494,0.4965,0.295,0.295,0.312,0.312,0.308,398
0.4865,0.4895,0.485,0.316,0.316,0.3435,0.3435,0.342,270
0.488,0.483,0.486,0.3005,0.3005,0.327,0.327,0.315,554
0.484,0.486,0.501,0.321,0.321,0.342,0.342,0.3375,47
0.527,0.519,0.507,0.3235,0.3235,0.339,0.339,0.3335,952
0.493,0.487,0.4935,0.3085,0.3085,0.331,0.331,0.3345,609
0.518,0.478,0.496,0.315,0.315,0.3285,0.3285,0.3275,314
0.487,0.478,0.4795,0.3155,0.3155,0.3315,0.3315,0.3325,152
0.5245,0.4755,0.4795,0.3025,0.3025,0.3245,0.3245,0.3235,666
0.518,0.5055,0.4975,0.3315,0.3315,0.317,0.317,0.335,507
0.5235,0.5025,0.502,0.308,0.308,0.322,0.322,0.335,128
0.4865,0.4985,0.5175,0.3145,0.3145,0.326,0.326,0.3235,659
0.4895,0.504,0.4945,0.322,0.322,0.3335,0.3335,0.328,907
0.4935,0.5255,0.505,0.3165,0.3165,0.336,0.336,0.3305,89
0.514,0.4975,0.488,0.3105,0.3105,0.319,0.319,0.3135,36
0.4735,0.494,0.5205,0.3155,0.3155,0.3345,0.3345,0.3185,110
0.495,0.4885,0.5045,0.3095,0.3095,0.3295,0.3295,0.3275,690
0.497,0.478,0.486,0.302,0.302,0.3275,0.3275,0.3255,754
0.51,0.503,0.5055,0.313,0.313,0.322,0.322,0.331,29
0.487,0.5025,0.5295,0.3105,0.3105,0.33,0.33,0.3255,564
0.502,0.5085,0.516,0.3095,0.3095,0.3275,0.3275,0.324,137
0.507,0.503,0.5175,0.3065,0.3065,0.3165,0.3165,0.3075,821
0.494,0.496,0.5155,0.303,0.303,0.317,0.317,0.327,586
0.516,0.52,0.5285,0.3175,0.3175,0.3345,0.3345,0.312,610
0.5055,0.4915,0.486,0.3345,0.3345,0.345,0.345,0.3495,645
0.505,0.4945,0.509,0.318,0.318,0.341,0.341,0.3325,669
0.5005,0.5115,0.4875,0.31,0.31,0.3105,0.3105,0.33,133
0.5005,0.4835,0.476,0.3125,0.3125,0.327,0.327,0.321,304
0.497,0.5045,0.5055,0.3325,0.3325,0.343,0.343,0.3445,942
0.5,0.4975,0.495,0.3065,0.3065,0.3385,0.3385,0.3295,134
0.502,0.4995,0.493,0.301,0.301,0.316,0.316,0.325,48
0.49,0.5015,0.4895,0.301,0.301,0.322,0.322,0.3135,740
0.5105,0.4995,0.5105,0.3275,0.3275,0.335,0.335,0.32,995
0.5015,0.506,0.5175,0.3065,0.3065,0.3225,0.3225,0.318,194
0.4865,0.514,0.511,0.309,0.309,0.325,0.325,0.3305,107
0.4885,0.5195,0.503,0.3105,0.3105,0.3175,0.3175,0.3185,438
0.495,0.478,0.505,0.3045,0.3045,0.32,0.32,0.3205,773
0.5025,0.5055,0.4975,0.319,0.319,0.342,0.342,0.3185,556
0.4805,0.4755,0.48,0.3135,0.3135,0.324,0.324,0.3375,943
0.5005,0.4965,0.4905,0.3235,0.3235,0.3405,0.3405,0.334,831
0.479,0.4735,0.492,0.3065,0.3065,0.3305,0.3305,0.3165,818
0.4975,0.483,0.498,0.3055,0.3055,0.3155,0.3155,0.32,377
0.5035,0.5095,0.5165,0.317,0.317,0.329,0.329,0.3125,38
0.504,0.498,0.5165,0.2935,0.2935,0.3095,0.3095,0.321,222
0.5145,0.5145,0.5125,0.3205,0.3205,0.3405,0.3405,0.3225,428
0.518,0.478,0.5085,0.303,0.303,0.325,0.325,0.329,537
0.473,0.4815,0.481,0.3225,0.3225,0.3275,0.3275,0.3295,624
0.5085,0.512,0.5035,0.32,0.32,0.3325,0.3325,0.335,282
0.503,0.4895,0.4885,0.31,0.31,0.328,0.328,0.316,288
0.5135,0.5045,0.517,0.3095,0.3095,0.321,0.321,0.316,117
0.487,0.507,0.5155,0.289,0.289,0.3075,0.3075,0.3015,210
0.502,0.5115,0.4915,0.332,0.332,0.3505,0.3505,0.33,279
0.501,0.5235,0.496,0.327,0.327,0.3365,0.3365,0.3325,778
0.471,0.4785,0.489,0.309,0.309,0.3165,0.3165,0.3245,730
0.4685,0.491,0.506,0.3015,0.3015,0.3335,0.3335,0.3135,842
0.51,0.508,0.491,0.317,0.317,0.326,0.326,0.3195,122
0.4965,0.499,0.5105,0.3195,0.3195,0.3315,0.3315,0.337,25
0.4895,0.483,0.4975,0.303,0.303,0.326,0.326,0.3195,750
0.4885,0.5005,0.5155,0.301,0.301,0.319,0.319,0.311,339
0.495,0.5005,0.482,0.335,0.335,0.357,0.357,0.3515,490
0.4745,0.4885,0.4685,0.301,0.301,0.326,0.326,0.3155,425
0.5215,0.499,0.5075,0.331,0.331,0.3305,0.3305,0.3385,364
0.494,0.493,0.5,0.3335,0.3335,0.3305,0.3305,0.349,944
0.51,0.505,0.5025,0.3085,0.3085,0.328,0.328,0.3275,449
0.4975,0.491,0.489,0.309,0.309,0.327,0.327,0.3305,214
0.497,0.5105,0.504,0.3235,0.3235,0.333,0.333,0.3275,51
0.4885,0.477,0.5065,0.314,0.314,0.324,0.324,0.322,522
0.495,0.487,0.505,0.298,0.298,0.3045,0.3045,0.3125,686
0.487,0.5015,0.5005,0.319,0.319,0.334,0.334,0.3435,153
0.516,0.4885,0.4965,0.312,0.312,0.3165,0.3165,0.3165,510
0.515,0.5065,0.5195,0.3325,0.3325,0.335,0.335,0.3425,509
0.4925,0.477,0.502,0.3045,0.3045,0.331,0.331,0.314,704
0.498,0.481,0.4775,0.322,0.322,0.3385,0.3385,0.329,951
0.4935,0.4975,0.5125,0.328,0.328,0.3345,0.3345,0.3325,245
0.481,0.498,0.4995,0.327,0.327,0.337,0.337,0.3385,729
0.524,0.475,0.502,0.3045,0.3045,0.303,0.303,0.312,681
0.4895,0.4855,0.484,0.32,0.32,0.341,0.341,0.3245,196
0.481,0.499,0.5,0.328,0.328,0.34,0.34,0.337,596
0.493,0.5025,0.514,0.3165,0.3165,0.3345,0.3345,0.333,642
0.5,0.505,0.502,0.311,0.311,0.3315,0.3315,0.3325,855
0.5165,0.51,0.52,0.3155,0.3155,0.322,0.322,0.3365,2
0.4945,0.4985,0.495,0.3095,0.3095,0.3205,0.3205,0.3205,707
0.4875,0.479,0.49,0.301,0.301,0.314,0.314,0.312,664
0.5035,0.5075,0.4815,0.315,0.315,0.33,0.33,0.3305,52
0.5005,0.521,0.515,0.2985,0.2985,0.3115,0.3115,0.3265,247
0.4925,0.499,0.503,0.312,0.312,0.3245,0.3245,0.3145,423
0.527,0.514,0.5165,0.3075,0.3075,0.3215,0.3215,0.316,427
0.485,0.494,0.489,0.291,0.291,0.31,0.31,0.3025,580
0.4945,0.49,0.4745,0.321,0.321,0.3365,0.3365,0.3325,955
0.5015,0.5225,0.5185,0.323,0.323,0.3415,0.3415,0.328,388
0.512,0.5015,0.5015,0.319,0.319,0.3285,0.3285,0.325,892
0.4955,0.51,0.506,0.3135,0.3135,0.331,0.331,0.3365,337
0.525,0.5095,0.5135,0.315,0.315,0.326,0.326,0.31,605
0.515,0.5005,0.514,0.3135,0.3135,0.3185,0.3185,0.324,45
0.496,0.5025,0.517,0.309,0.309,0.33,0.33,0.316,290
0.482,0.497,0.494,0.3035,0.3035,0.3235,0.3235,0.325,175
0.4935,0.502,0.4915,0.3145,0.3145,0.331,0.331,0.331,100
0.5105,0.503,0.505,0.295,0.295,0.313,0.313,0.309,782
0.5015,0.5,0.518,0.338,0.338,0.333,0.333,0.3335,997
0.4985,0.4975,0.4905,0.328,0.328,0.3335,0.3335,0.3485,723
0.504,0.497,0.4975,0.306,0.306,0.3135,0.3135,0.309,439
0.498,0.492,0.515,0.3315,0.3315,0.3465,0.3465,0.3345,820
0.5085,0.4845,0.4655,0.3125,0.3125,0.335,0.335,0.3335,728
0.4965,0.5055,0.5065,0.32,0.32,0.3395,0.3395,0.327,815
0.494,0.4915,0.505,0.3085,0.3085,0.317,0.317,0.3105,412
0.494,0.514,0.4955,0.297,0.297,0.3135,0.3135,0.3195,328
0.5155,0.4945,0.5035,0.323,0.323,0.3385,0.3385,0.3315,392
0.524,0.5185,0.5275,0.2965,0.2965,0.3225,0.3225,0.3095,471
0.5055,0.509,0.511,0.307,0.307,0.3225,0.3225,0.308,736
0.488,0.474,0.495,0.319,0.319,0.331,0.331,0.3345,475
0.497,0.507,0.504,0.324,0.324,0.341,0.341,0.337,383
0.484,0.498,0.493,0.319,0.319,0.3245,0.3245,0.3315,300
0.508,0.496,0.5145,0.3215,0.3215,0.333,0.333,0.34,584
0.515,0.5065,0.513,0.3015,0.3015,0.3135,0.3135,0.3095,804
0.5075,0.515,0.488,0.3075,0.3075,0.3305,0.3305,0.326,185
0.507,0.5,0.4935,0.327,0.327,0.327,0.327,0.3415,32
0.5055,0.509,0.482,0.313,0.313,0.3205,0.3205,0.324,78
0.5035,0.4875,0.499,0.2945,0.2945,0.299,0.299,0.305,643
0.5025,0.5035,0.496,0.3155,0.3155,0.3285,0.3285,0.3345,118
0.49,0.4945,0.482,0.3285,0.3285,0.3435,0.3435,0.333,330
0.5145,0.497,0.5025,0.325,0.325,0.344,0.344,0.334,69
0.5,0.505,0.5255,0.3025,0.3025,0.3085,0.3085,0.3135,992
0.4935,0.487,0.505,0.3035,0.3035,0.315,0.315,0.3025,846
0.496,0.501,0.4845,0.3115,0.3115,0.3175,0.3175,0.317,499
0.5015,0.5105,0.509,0.3055,0.3055,0.3285,0.3285,0.3235,908
0.5065,0.497,0.4785,0.315,0.315,0.329,0.329,0.329,887
0.487,0.5045,0.504,0.3295,0.3295,0.3405,0.3405,0.347,739
0.4775,0.492,0.4825,0.3045,0.3045,0.3315,0.3315,0.316,108
0.4935,0.4935,0.502,0.3245,0.3245,0.339,0.339,0.3325,903
0.4845,0.504,0.5035,0.3135,0.3135,0.3315,0.3315,0.3365,548
0.5105,0.511,0.5115,0.321,0.321,0.331,0.331,0.3385,373
0.5095,0.5085,0.5015,0.325,0.325,0.3455,0.3455,0.338,274
0.4935,0.48,0.4835,0.301,0.301,0.3165,0.3165,0.3125,635
0.501,0.5005,0.501,0.3215,0.3215,0.3475,0.3475,0.325,824
0.502,0.5135,0.5115,0.319,0.319,0.329,0.329,0.331,963
0.49,0.4965,0.4955,0.322,0.322,0.3445,0.3445,0.3335,999
0.5055,0.504,0.497,0.307,0.307,0.3165,0.3165,0.32,807
0.499,0.4955,0.514,0.32,0.32,0.3395,0.3395,0.3365,764
0.4775,0.503,0.507,0.313,0.313,0.327,0.327,0.316,638
