newman,newman_leadership,higher_order_newman,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,rep
0.355,0.612,0.335,0.2865,0.314,0.251,0.261,0.2845,218
0.3365,0.604,0.33,0.2955,0.3305,0.2675,0.265,0.2915,151
0.325,0.6305,0.311,0.2785,0.305,0.238,0.251,0.281,864
0.3415,0.64,0.323,0.2765,0.3095,0.2395,0.245,0.2745,695
0.356,0.6155,0.3385,0.286,0.32,0.247,0.253,0.2825,830
0.3425,0.624,0.3295,0.29,0.313,0.258,0.262,0.281,120
0.3445,0.6205,0.329,0.2975,0.319,0.2645,0.271,0.2965,741
0.357,0.622,0.337,0.2875,0.321,0.2535,0.263,0.288,491
0.342,0.6085,0.329,0.296,0.341,0.2555,0.2615,0.291,23
0.3435,0.619,0.323,0.283,0.3015,0.252,0.263,0.279,959
0.3385,0.6025,0.3175,0.2915,0.332,0.265,0.267,0.289,485
0.3465,0.602,0.347,0.323,0.337,0.2745,0.275,0.313,983
0.3265,0.6095,0.324,0.299,0.334,0.2585,0.2665,0.2965,313
0.3595,0.585,0.3415,0.3245,0.348,0.2725,0.284,0.3135,242
0.345,0.643,0.3345,0.29,0.321,0.253,0.2565,0.2885,916
0.341,0.632,0.319,0.285,0.319,0.2535,0.2495,0.2785,900
0.334,0.6185,0.324,0.2795,0.3055,0.2355,0.25,0.279,199
0.346,0.6375,0.3225,0.2735,0.3055,0.2385,0.2415,0.271,976
0.3505,0.62,0.332,0.3035,0.3175,0.2565,0.265,0.2945,648
0.3455,0.6225,0.3355,0.285,0.3185,0.254,0.2565,0.283,327
0.3575,0.5975,0.3365,0.296,0.324,0.2585,0.2715,0.293,794
0.339,0.608,0.329,0.2955,0.314,0.252,0.259,0.2895,770
0.3345,0.6205,0.3325,0.288,0.316,0.2565,0.2585,0.287,407
0.322,0.6215,0.308,0.2925,0.325,0.26,0.2685,0.2925,336
0.3275,0.622,0.312,0.2715,0.306,0.246,0.251,0.269,523
0.3635,0.6045,0.3475,0.3085,0.33,0.269,0.274,0.3035,466
0.3455,0.6305,0.329,0.2865,0.301,0.244,0.2535,0.28,235
0.3395,0.627,0.325,0.2875,0.3155,0.2565,0.257,0.288,829
0.3325,0.628,0.3125,0.2835,0.3125,0.2435,0.26,0.2805,600
0.3585,0.602,0.349,0.305,0.327,0.265,0.279,0.2955,442
0.337,0.62,0.332,0.3015,0.3255,0.247,0.2645,0.2935,443
0.342,0.618,0.324,0.296,0.32,0.256,0.2635,0.2915,973
0.351,0.62,0.339,0.301,0.3255,0.2545,0.264,0.2935,94
0.3325,0.6185,0.333,0.285,0.2965,0.2405,0.2515,0.281,308
0.336,0.624,0.33,0.272,0.305,0.2375,0.238,0.268,62
0.3355,0.609,0.326,0.2855,0.3105,0.261,0.264,0.285,494
0.3555,0.6245,0.333,0.2845,0.3295,0.251,0.2575,0.2825,11
0.349,0.62,0.337,0.2985,0.3175,0.2515,0.259,0.2885,713
0.362,0.6055,0.345,0.306,0.3265,0.2595,0.2745,0.3025,354
0.334,0.633,0.31,0.276,0.299,0.238,0.2475,0.2645,984
0.373,0.6015,0.353,0.2935,0.321,0.2495,0.259,0.285,317
0.36,0.615,0.3465,0.294,0.3165,0.253,0.262,0.291,320
0.3385,0.6125,0.3195,0.296,0.3325,0.265,0.2615,0.29,977
0.3455,0.6295,0.3255,0.284,0.307,0.249,0.2565,0.2805,346
0.365,0.6075,0.3465,0.2915,0.3175,0.253,0.261,0.2875,654
0.352,0.6055,0.3375,0.3045,0.332,0.266,0.278,0.296,822
0.353,0.617,0.332,0.3175,0.3445,0.2725,0.285,0.311,476
0.3595,0.616,0.3345,0.3055,0.329,0.2575,0.263,0.293,353
0.363,0.599,0.348,0.301,0.3295,0.2665,0.267,0.3015,481
0.3285,0.623,0.3235,0.3065,0.331,0.2715,0.277,0.302,776
0.3465,0.6165,0.334,0.301,0.3355,0.2675,0.279,0.2955,462
0.356,0.619,0.3335,0.2865,0.314,0.253,0.2625,0.2845,74
0.3515,0.6105,0.334,0.305,0.3235,0.2615,0.271,0.294,938
0.3425,0.6165,0.3305,0.2995,0.3295,0.2575,0.262,0.3,403
0.3405,0.626,0.3275,0.285,0.3095,0.238,0.249,0.278,603
0.3685,0.594,0.359,0.3125,0.336,0.2695,0.281,0.3095,255
0.339,0.6205,0.328,0.289,0.306,0.253,0.264,0.287,386
0.3385,0.605,0.332,0.292,0.317,0.2665,0.2635,0.288,788
0.3565,0.615,0.34,0.298,0.3245,0.25,0.263,0.292,896
0.3425,0.6345,0.3255,0.2885,0.308,0.254,0.261,0.282,562
0.347,0.6415,0.3275,0.2725,0.305,0.239,0.2525,0.273,533
0.352,0.621,0.3365,0.305,0.331,0.258,0.274,0.299,543
0.334,0.6395,0.324,0.2715,0.3045,0.2405,0.248,0.2755,641
0.3455,0.6135,0.3355,0.2925,0.3195,0.259,0.27,0.294,565
0.3495,0.6255,0.335,0.3065,0.3235,0.2535,0.2665,0.2965,699
0.3435,0.619,0.336,0.2875,0.325,0.2485,0.258,0.2805,60
0.334,0.613,0.319,0.299,0.3295,0.26,0.2695,0.294,376
0.348,0.6015,0.3435,0.298,0.332,0.2625,0.271,0.2945,360
0.341,0.6195,0.3235,0.2855,0.3115,0.233,0.2455,0.2825,732
0.353,0.599,0.3395,0.3025,0.3325,0.2645,0.2685,0.2995,416
0.316,0.6035,0.2965,0.2905,0.32,0.247,0.262,0.2905,745
0.342,0.629,0.3245,0.2895,0.324,0.2535,0.262,0.2805,102
0.3395,0.622,0.325,0.271,0.3085,0.24,0.25,0.268,948
0.362,0.6225,0.3435,0.291,0.3235,0.25,0.266,0.2885,953
0.3485,0.61,0.3355,0.2865,0.317,0.247,0.25,0.282,583
0.342,0.619,0.327,0.2985,0.316,0.2555,0.2615,0.291,998
0.349,0.6275,0.337,0.305,0.3235,0.2595,0.273,0.298,527
0.363,0.5985,0.351,0.2925,0.3225,0.262,0.2695,0.293,674
0.3435,0.626,0.3255,0.2885,0.3285,0.249,0.261,0.2855,881
0.359,0.618,0.338,0.2925,0.3175,0.2545,0.255,0.29,380
0.3365,0.633,0.3185,0.277,0.305,0.2455,0.2485,0.2765,975
0.3395,0.621,0.327,0.29,0.325,0.244,0.25,0.281,49
0.349,0.6235,0.3315,0.2835,0.309,0.248,0.2555,0.279,911
0.351,0.63,0.3365,0.2935,0.3135,0.2485,0.2615,0.287,331
0.3445,0.6285,0.3245,0.295,0.318,0.251,0.2585,0.2845,404
0.363,0.6015,0.346,0.31,0.3275,0.2675,0.2755,0.305,946
0.3375,0.6245,0.3215,0.2875,0.3145,0.251,0.252,0.2835,801
0.3335,0.645,0.3185,0.2785,0.3,0.2245,0.2385,0.27,232
0.351,0.616,0.338,0.2885,0.308,0.2435,0.2505,0.278,857
0.3505,0.62,0.3215,0.2845,0.3205,0.257,0.2575,0.288,420
0.343,0.613,0.336,0.305,0.345,0.267,0.2775,0.3,203
0.3405,0.626,0.32,0.2935,0.323,0.2555,0.268,0.2875,542
0.3475,0.617,0.3295,0.292,0.3165,0.2475,0.2525,0.2805,557
0.3625,0.621,0.346,0.2965,0.311,0.249,0.267,0.2885,349
0.3595,0.6145,0.345,0.3105,0.335,0.278,0.2825,0.305,437
0.35,0.607,0.3345,0.2885,0.316,0.2495,0.2525,0.284,258
0.346,0.629,0.3235,0.3035,0.3285,0.258,0.27,0.3015,663
0.355,0.607,0.3355,0.303,0.315,0.265,0.2775,0.299,59
0.336,0.599,0.322,0.3005,0.328,0.2655,0.2705,0.297,319
0.3495,0.626,0.331,0.288,0.3135,0.245,0.2565,0.2855,570
0.3465,0.618,0.331,0.282,0.3055,0.243,0.257,0.2785,875
0.338,0.6495,0.3245,0.28,0.3025,0.2395,0.2505,0.2745,516
0.3465,0.6225,0.333,0.2795,0.3175,0.2505,0.257,0.2775,329
0.3405,0.638,0.3185,0.2925,0.3165,0.243,0.2505,0.2815,397
0.3555,0.5995,0.3455,0.308,0.334,0.2705,0.283,0.3075,672
0.36,0.6055,0.337,0.3065,0.328,0.2615,0.276,0.3025,169
0.339,0.6145,0.334,0.2975,0.3235,0.258,0.268,0.299,812
0.355,0.619,0.334,0.287,0.306,0.241,0.2465,0.2825,33
0.3715,0.602,0.3575,0.3105,0.3325,0.27,0.273,0.307,639
0.34,0.612,0.3275,0.2995,0.3245,0.258,0.2625,0.2875,86
0.355,0.6075,0.338,0.2955,0.3125,0.2505,0.262,0.287,224
0.333,0.628,0.322,0.2915,0.2995,0.245,0.2595,0.284,166
0.3335,0.6195,0.3245,0.2925,0.309,0.24,0.2575,0.2835,75
0.341,0.6275,0.329,0.2905,0.3095,0.2615,0.2575,0.2895,883
0.3415,0.612,0.3235,0.3015,0.3315,0.2555,0.2665,0.2895,489
0.355,0.617,0.335,0.309,0.325,0.259,0.2705,0.303,277
0.331,0.6355,0.3095,0.291,0.323,0.264,0.266,0.281,615
0.328,0.5995,0.32,0.2775,0.3195,0.2585,0.2565,0.2745,113
0.343,0.6395,0.3335,0.301,0.3315,0.2635,0.2655,0.296,799
0.3275,0.6165,0.3185,0.281,0.3135,0.2555,0.2585,0.2845,993
0.333,0.6305,0.316,0.288,0.312,0.255,0.264,0.282,888
0.3635,0.6,0.346,0.3185,0.34,0.2695,0.2805,0.3115,97
0.3325,0.617,0.318,0.2835,0.307,0.2485,0.2525,0.278,433
0.354,0.606,0.3395,0.307,0.3205,0.28,0.2825,0.2995,409
0.3505,0.6105,0.335,0.297,0.332,0.2625,0.2675,0.2905,125
0.373,0.6065,0.357,0.282,0.312,0.235,0.244,0.277,870
0.3345,0.634,0.3165,0.271,0.299,0.2415,0.243,0.264,582
0.3445,0.6375,0.3245,0.2795,0.297,0.238,0.252,0.2685,577
0.3475,0.598,0.3365,0.2855,0.321,0.2475,0.255,0.2795,827
0.347,0.616,0.325,0.2935,0.342,0.268,0.2785,0.297,127
0.352,0.593,0.3375,0.3005,0.322,0.2675,0.267,0.2985,88
0.3605,0.623,0.3475,0.2945,0.318,0.258,0.2635,0.29,752
0.35,0.623,0.3255,0.289,0.316,0.265,0.267,0.2935,384
0.344,0.6195,0.3235,0.2905,0.322,0.268,0.272,0.2885,305
0.34,0.6265,0.321,0.2865,0.314,0.244,0.2535,0.2835,536
0.332,0.6275,0.318,0.283,0.307,0.246,0.2555,0.28,379
0.3275,0.6295,0.3145,0.275,0.2995,0.244,0.2485,0.275,547
0.33,0.6075,0.3115,0.2965,0.3355,0.27,0.273,0.29,811
0.34,0.629,0.3215,0.2735,0.2965,0.237,0.2425,0.27,988
0.3475,0.6285,0.332,0.285,0.2975,0.2305,0.2425,0.279,208
0.3665,0.622,0.358,0.2965,0.3155,0.251,0.261,0.2965,743
0.3305,0.615,0.319,0.3005,0.3315,0.265,0.2715,0.2965,856
0.3635,0.6135,0.35,0.298,0.321,0.252,0.268,0.2945,37
0.337,0.641,0.318,0.293,0.3155,0.2495,0.2605,0.2855,188
0.3385,0.618,0.3205,0.304,0.334,0.263,0.2715,0.2895,220
0.343,0.6185,0.3285,0.2965,0.318,0.269,0.263,0.291,398
0.383,0.602,0.3585,0.308,0.3325,0.249,0.2685,0.3105,270
0.358,0.6205,0.3395,0.3015,0.3335,0.261,0.2625,0.2965,554
0.3495,0.615,0.3395,0.2915,0.32,0.2635,0.2615,0.2885,47
0.3765,0.609,0.3515,0.3075,0.338,0.259,0.269,0.307,952
0.335,0.6435,0.3235,0.2615,0.293,0.252,0.248,0.265,609
0.326,0.6095,0.312,0.2915,0.322,0.26,0.2665,0.2855,314
0.351,0.6115,0.345,0.292,0.313,0.254,0.2685,0.2915,152
0.3495,0.6435,0.3265,0.2785,0.305,0.2465,0.2475,0.279,666
0.355,0.6105,0.3455,0.3035,0.315,0.2655,0.272,0.2905,507
0.342,0.6295,0.323,0.2945,0.3235,0.2535,0.2555,0.2885,128
0.344,0.629,0.328,0.2895,0.3205,0.2595,0.266,0.2885,659
0.358,0.6155,0.3355,0.293,0.3215,0.255,0.259,0.287,907
0.3515,0.6205,0.3325,0.3,0.324,0.26,0.2705,0.296,89
0.346,0.6275,0.3275,0.2795,0.3135,0.2335,0.2445,0.2755,36
0.3585,0.6065,0.339,0.3025,0.338,0.2705,0.2745,0.294,110
0.3525,0.6295,0.3285,0.291,0.3125,0.2425,0.2585,0.287,690
0.3505,0.5985,0.335,0.294,0.333,0.252,0.2595,0.286,754
0.3355,0.6055,0.3285,0.2995,0.3345,0.2605,0.267,0.299,29
0.3255,0.6245,0.312,0.2865,0.3085,0.2385,0.2505,0.2775,564
0.332,0.615,0.326,0.2895,0.313,0.259,0.265,0.289,137
0.351,0.5975,0.3495,0.314,0.3425,0.2745,0.28,0.3035,821
0.327,0.611,0.3075,0.298,0.3185,0.2605,0.2655,0.289,586
0.35,0.6195,0.327,0.2835,0.313,0.2515,0.2565,0.2795,610
0.3495,0.6185,0.3345,0.2865,0.3155,0.2505,0.253,0.2875,645
0.346,0.6335,0.3295,0.2895,0.3105,0.244,0.2505,0.2845,669
0.3525,0.613,0.3385,0.3065,0.316,0.257,0.267,0.299,133
0.355,0.6295,0.3225,0.281,0.3085,0.256,0.252,0.276,304
0.347,0.628,0.336,0.289,0.3215,0.2595,0.27,0.2885,942
0.3375,0.6115,0.333,0.2985,0.3275,0.258,0.2655,0.295,134
0.3475,0.6205,0.3285,0.2775,0.3095,0.243,0.247,0.27,48
0.336,0.6345,0.3245,0.279,0.305,0.236,0.25,0.276,740
0.3385,0.619,0.3325,0.307,0.3365,0.26,0.268,0.3015,995
0.3415,0.625,0.329,0.2975,0.3255,0.2595,0.2615,0.2855,194
0.3445,0.635,0.328,0.292,0.3255,0.259,0.2605,0.2915,107
0.325,0.6315,0.3075,0.286,0.32,0.2475,0.248,0.281,438
0.3575,0.626,0.3345,0.29,0.3025,0.2475,0.2475,0.285,773
0.359,0.6215,0.3365,0.2895,0.3165,0.247,0.252,0.2795,556
0.334,0.6415,0.3155,0.275,0.2925,0.221,0.237,0.272,943
0.3585,0.625,0.3445,0.294,0.3155,0.2505,0.2675,0.287,831
0.37,0.611,0.3575,0.3185,0.331,0.27,0.2815,0.308,818
0.347,0.622,0.3385,0.295,0.3215,0.2565,0.262,0.2825,377
0.3405,0.625,0.3205,0.286,0.3075,0.249,0.262,0.2805,38
0.319,0.608,0.3145,0.2855,0.3105,0.2495,0.2555,0.2775,222
0.3615,0.6325,0.3495,0.293,0.3205,0.2445,0.2535,0.2925,428
0.343,0.614,0.329,0.2925,0.3205,0.2565,0.2595,0.292,537
0.314,0.6295,0.3105,0.273,0.2915,0.2435,0.2375,0.271,624
0.3715,0.6065,0.349,0.317,0.346,0.2835,0.289,0.31,282
0.342,0.607,0.3245,0.2895,0.3155,0.2595,0.2655,0.2875,288
0.3305,0.629,0.309,0.299,0.324,0.2605,0.261,0.292,117
0.3395,0.6195,0.327,0.2755,0.2995,0.234,0.2505,0.2755,210
0.3605,0.6065,0.3495,0.3165,0.346,0.2735,0.2845,0.3115,279
0.336,0.624,0.324,0.2965,0.321,0.257,0.265,0.2955,778
0.3405,0.638,0.325,0.2915,0.32,0.261,0.2625,0.2925,730
0.3405,0.631,0.325,0.284,0.306,0.249,0.2505,0.28,842
0.367,0.594,0.3485,0.3015,0.3275,0.258,0.2725,0.304,122
0.363,0.61,0.342,0.2875,0.315,0.253,0.2645,0.284,25
0.338,0.6125,0.323,0.296,0.3275,0.2555,0.26,0.2895,750
0.3615,0.616,0.345,0.3115,0.328,0.276,0.28,0.3055,339
0.348,0.6075,0.3345,0.292,0.307,0.2395,0.2535,0.284,490
0.333,0.6155,0.32,0.2945,0.324,0.2605,0.258,0.295,425
0.3515,0.6165,0.3325,0.2805,0.2965,0.236,0.239,0.2755,364
0.339,0.6155,0.33,0.3025,0.332,0.266,0.2665,0.3,944
0.355,0.6165,0.328,0.2905,0.3125,0.249,0.2595,0.284,449
0.341,0.623,0.322,0.305,0.334,0.2755,0.279,0.3055,214
0.348,0.622,0.3365,0.2975,0.321,0.249,0.261,0.2985,51
0.3345,0.632,0.322,0.3035,0.319,0.2635,0.267,0.2975,522
0.333,0.6205,0.3265,0.305,0.3235,0.2555,0.266,0.292,686
0.335,0.6265,0.311,0.2615,0.2935,0.2275,0.237,0.2615,153
0.344,0.6175,0.329,0.2995,0.3265,0.2595,0.275,0.298,510
0.344,0.613,0.3345,0.2935,0.3315,0.267,0.274,0.2945,509
0.3655,0.6105,0.3545,0.319,0.3365,0.286,0.295,0.3145,704
0.3405,0.621,0.3295,0.3045,0.33,0.2665,0.2755,0.2965,951
0.37,0.6105,0.3405,0.289,0.327,0.2525,0.2595,0.2865,245
0.3245,0.6335,0.3115,0.284,0.3185,0.237,0.251,0.2755,729
0.348,0.629,0.33,0.2855,0.314,0.244,0.2485,0.282,681
0.3515,0.5925,0.327,0.3005,0.341,0.2695,0.274,0.295,196
0.3635,0.623,0.351,0.318,0.3545,0.2735,0.275,0.3135,596
0.344,0.622,0.3435,0.3025,0.3305,0.268,0.271,0.303,642
0.3315,0.614,0.316,0.284,0.317,0.253,0.2575,0.2795,855
0.3525,0.605,0.3395,0.299,0.338,0.2735,0.2795,0.298,2
0.3615,0.6045,0.345,0.3095,0.3375,0.254,0.2675,0.301,707
0.34,0.621,0.331,0.288,0.298,0.2465,0.2435,0.278,664
0.3425,0.627,0.32,0.2945,0.327,0.258,0.2605,0.297,52
0.338,0.624,0.3285,0.2935,0.3205,0.258,0.2585,0.2845,247
0.368,0.6045,0.351,0.311,0.3305,0.254,0.267,0.3025,423
0.3375,0.6275,0.3115,0.291,0.3095,0.2665,0.269,0.29,427
0.3535,0.6075,0.349,0.3165,0.3445,0.279,0.291,0.3135,580
0.3555,0.6145,0.333,0.2995,0.3255,0.2645,0.269,0.2975,955
0.3585,0.5995,0.3415,0.2965,0.319,0.255,0.266,0.2925,388
0.3225,0.6385,0.3075,0.2825,0.305,0.246,0.253,0.284,892
0.3415,0.6275,0.33,0.302,0.3225,0.2575,0.271,0.295,337
0.3455,0.6165,0.3295,0.2965,0.319,0.268,0.269,0.2935,605
0.337,0.613,0.3255,0.304,0.3355,0.2705,0.271,0.2965,45
0.345,0.6085,0.33,0.2965,0.32,0.265,0.2635,0.2885,290
0.3215,0.6285,0.307,0.286,0.3045,0.2515,0.2565,0.2795,175
0.3425,0.6275,0.3395,0.303,0.3335,0.2715,0.2775,0.295,100
0.3575,0.614,0.32,0.29,0.325,0.245,0.2545,0.288,782
0.325,0.6095,0.3195,0.29,0.319,0.2575,0.263,0.288,997
0.35,0.627,0.3315,0.281,0.3065,0.258,0.2615,0.2765,723
0.3615,0.6185,0.3385,0.289,0.311,0.2465,0.246,0.283,439
0.35,0.619,0.331,0.297,0.3215,0.2575,0.2675,0.293,820
0.325,0.6375,0.3075,0.293,0.316,0.249,0.2615,0.288,728
0.3375,0.6245,0.3315,0.2965,0.3175,0.256,0.2645,0.2895,815
0.3655,0.6165,0.352,0.305,0.3215,0.258,0.2665,0.305,412
0.358,0.617,0.3485,0.31,0.316,0.2555,0.2615,0.298,328
0.3475,0.624,0.3275,0.2895,0.308,0.242,0.253,0.2825,392
0.349,0.629,0.328,0.2915,0.3085,0.2435,0.2515,0.2825,471
0.356,0.599,0.346,0.298,0.3235,0.2575,0.2645,0.293,736
0.344,0.627,0.3275,0.296,0.3265,0.257,0.262,0.2915,475
0.3375,0.631,0.3135,0.286,0.3165,0.2515,0.2495,0.279,383
0.354,0.6315,0.341,0.2885,0.314,0.2495,0.261,0.288,300
0.3495,0.63,0.338,0.283,0.305,0.2445,0.249,0.2795,584
0.366,0.605,0.3555,0.3015,0.3275,0.2615,0.2665,0.303,804
0.341,0.6145,0.33,0.3005,0.318,0.249,0.2575,0.289,185
0.342,0.6305,0.32,0.289,0.307,0.2475,0.2625,0.29,32
0.3575,0.6225,0.3405,0.303,0.321,0.26,0.268,0.295,78
0.343,0.617,0.33,0.303,0.322,0.2645,0.2735,0.295,643
0.3575,0.606,0.337,0.3055,0.3295,0.266,0.2725,0.2985,118
0.3465,0.629,0.322,0.2925,0.32,0.2595,0.256,0.286,330
0.3595,0.629,0.3385,0.28,0.3045,0.2475,0.2575,0.283,69
0.3405,0.6255,0.3245,0.301,0.326,0.2565,0.267,0.2915,992
0.3355,0.6345,0.3215,0.2705,0.3075,0.2385,0.2515,0.272,846
0.3095,0.6465,0.305,0.2875,0.3085,0.247,0.25,0.2785,499
0.3295,0.5955,0.32,0.289,0.322,0.2605,0.261,0.287,908
0.345,0.6285,0.332,0.3015,0.326,0.266,0.269,0.293,887
0.317,0.6245,0.314,0.285,0.3105,0.251,0.2605,0.2785,739
0.36,0.609,0.3425,0.3135,0.333,0.277,0.2825,0.3105,108
0.3655,0.6025,0.349,0.2965,0.321,0.2645,0.2715,0.2965,903
0.349,0.621,0.337,0.306,0.332,0.258,0.269,0.306,548
0.355,0.617,0.3365,0.2985,0.3265,0.2545,0.267,0.297,373
0.3435,0.6275,0.336,0.302,0.33,0.2655,0.2705,0.2995,274
0.365,0.605,0.3475,0.294,0.323,0.2565,0.255,0.2935,635
0.3535,0.624,0.3335,0.2995,0.3205,0.264,0.2755,0.292,824
0.357,0.6285,0.336,0.3085,0.3325,0.2575,0.267,0.297,963
0.3485,0.622,0.338,0.2895,0.3185,0.2555,0.2575,0.2865,999
0.3595,0.6025,0.338,0.304,0.3265,0.268,0.271,0.301,807
0.369,0.6265,0.357,0.3065,0.326,0.267,0.274,0.308,764
0.343,0.6035,0.3255,0.2875,0.3105,0.255,0.259,0.2935,638
