799 Ajay Mehra
800 Daniel J. Brass
801 Giuseppe Labianca
802 Dimitris Achlioptas
803 Joel Spencer
804 R. Dean Malmgren
805 Daniel B. Stouffer
806 Andriana S. L. O. Campanharo
807 Xiao-Long Ren
808 Niels Gleinig
809 Nino Antulov-Fantulin
810 Dongli Duan
811 Changchun Lv
812 Shubin Si
813 Zhen Wang
814 Daqing Li
815 Stefano Boccaletti
816 George T. Cantwell
817 Asim Kumer Dey
818 Yulia R. Gel
819 H. Vincent Poor
820 Mincheng Wu
821 Shibo He
822 Yongtao Zhang
823 Jiming Chen
824 Youxian Sun
825 Junshan Zhang
826 Estelle Berthier
827 Bernardo Monechi
828 Giulia Pullano
829 Paolo Moretti
830 Michael Zaiser
831 Nina H. Fefferman
832 Thomas Richardson
833 K. T. Macon
834 Jukka-Pekka Onnela
835 Xiao Zhang
836 Zhiming Zheng
837 Prakash Balachandran
838 Michael W. Mahoney
839 Hui‐Jia Li
840 Jasmine J. Daniels
841 Vincent Traag
842 Rodrigo Aldecoa
843 Yashar Ahmadian
844 Francesco Fumarola
845 Kenneth D. Miller
846 Munik Shrestha
847 Samuel V. Scarpino
848 Clara Granell
849 Richard K. Darst
850 Shuai Shao
851 Xiao Zhang
852 Zhihao Wu
853 Ruggero Vasile
854 Emilio Hernández-Garcı́a
855 Crístobal López
856 Fei Tan
857 Yongxiang Xia
858 Zhi Wei
859 Leo Speidel
860 Kazuyuki Aihara
861 Dror Y. Kenett
862 Yoed N. Kenett
863 Miriam Faust
864 Qi Xuan
865 Huiting Fang
866 Chenbo Fu
867 Vladimir Filkov
868 Zhaoyang Zhang
869 Zhigang Zheng
870 Haijing Niu
871 Si Wu
872 Pik-Yin Lai
873 Chung Yin Leung
874 Ming Li
875 Youjin Deng
876 J. A. Méndez‐Bermúdez
877 A. Alcázar-López
878 A. J. Martínez-Mendoza
879 Francisco A. Rodrigues
880 Thomas Peron
881 Ruud van de Bovenkamp
882 Cheng Ye
883 César H. Comin
884 Filipi N. Silva
885 Andrea Torsello
886 Edwin R. Hancock
887 Naghmeh Momeni
888 Miroslav Andjelković
889 Neelima Gupte
890 Bosiljka Tadić
891 Faryad Darabi Sahneh
892 Michele Borassi
893 Alessandro Chessa
894 Han-Xin Yang
895 Nicos Georgiou
896 István Z. Kiss
897 Enrico Scalas
898 Pin‐Yu Chen
899 Shin‐Ming Cheng
900 Alfred O. Hero
901 Michael Small
902 Yingying Li
903 Thomas Stemler
904 Kevin Judd
905 Claudio J. Tessone
906 M. K. Hassan
907 Victor J. Barranca
908 Douglas Zhou
909 David Cai
910 Gino Del Ferraro
911 Erik Aurell
912 Artemy Kolchinsky
913 Alexander J. Gates
914 Luís M. Rocha
915 Soumya Banerjee
916 Saptarshi Sinha
917 Soumen Roy
918 David Broder-Rodgers
919 Stojan Trajanovski
920 Dongchao Guo
921 Zhenping Li
922 Shihua Zhang
923 Rui‐Sheng Wang
924 Yu Xia
925 Luonan Chen
926 Zhongzhi Zhang
927 Lin Yuan
928 Xiaoye Guo
929 Tiago Pereira
930 Lai-Sang Young
931 Wenjia Liu
932 B. Schmittmann
933 R. K. P. Zia
934 Danica Vukadinović Greetham
935 Elvis H. W. Xu
936 C. Xu
937 Younghae Do
938 P. M. Hui
939 Koichiro Yawata
940 Alok Yadav
941 Thomas McAndrew
942 Christopher M. Danforth
943 Oleguer Sagarra
944 C. J. Pérez Vicente
945 Eusebio Vargas-Estrada
946 Hiroyasu Ando
947 Massimo Ostilli
948 Pim van der Hoorn
949 Nelly Litvak
950 Christophe Schülke
951 Federico Ricci‐Tersenghi
952 Amanda Mattsson
953 Tetsu Uesaka
954 Albert Sunny
955 Bhushan Kotnis
956 Joy Kuri
957 Jaime Clark
958 Miguel Kiwi
959 Felipe Torres
960 José Rogan
961 J. A. Valdivia
962 Carlo Piccardi
963 Alessandro Colombo
964 Renato Casagrandi
965 Amir Haji-Akbari
966 Nasim Haji-Akbari
967 Robert M. Ziff
968 H. Ito
969 Katsuhiro Nishinari
970 Jernej Bodlaj
971 Vladimir Batagelj
972 Eben F. du Toit
973 I.K. Craig
974 J. M. Luck
975 Anita Mehta
976 Sanjiv K. Dwivedi
977 Andrew Melchionna
978 Jesus Caloca
979 Shane Squires
980 Thomas M. Antonsen
981 Edward Ott
982 Yasamin Khorramzadeh
983 Moustafa Youssef
984 Stephen Eubank
985 Shahir Mowlaei
986 Xin Cao
987 Feng Wang
988 Yilong Han
989 Georgie Knight
990 Giampaolo Cristadoro
991 Eduardo G. Altmann
992 Jordi Ripoll
993 A. Avinyó
994 Marta Pellicer
995 Loukas Skarpalezos
996 Aristotelis Kittas
997 Koutarou Tamura
998 Stefan Wieland
999 Ana Nunes
1000 Chaoming Song
1001 Naomichi Hatano
1002 Tamás Nepusz
1003 Andrea Petróczi
1004 László Négyessy
1005 Fülöp Bazsó
1006 Xiang‐Sun Zhang
1007 Brian Karrer
1008 Elizaveta Levina
1009 Ricard V. Solé
1010 Martí Rosas-Casals
1011 Bernat Corominas‐Murtra
1012 Sergi Valverde
1013 Xinchu Fu
1014 David M. Walker
1015 Haifeng Zhang
1016 Jussi M. Kumpula
1017 Jari Saramäki
1018 Jesús Gómez‐Gardeñes
1019 Maria I. Loffredo
1020 José J. Ramasco
1021 Philipp Schuetz
1022 Amedeo Caflisch
1023 Huijuan Wang
1024 Javier Martín Hernández
1025 Martin Schwartz
1026 Lars Kai Hansen
1027 Menghui Li
1028 Peng Zhang
1029 Ying Fan
1030 Christophe P. Haynes
1031 Anthony P. Roberts
1032 Hongbin Chen
1033 Anthony C. C. Coolen
1034 Zhen-Qing Ye
1035 Songnian Hu
1036 Jun Yu
1037 Michele Catanzaro
1038 Rui Yang
1039 Yan-Bo Xie
1040 Bing-Hong Wang
1041 Marco Tomassini
1042 Sebástien Vérel
1043 Gabriela Ochoa
1044 Lichao Chen
1045 Shuigeng Zhou
1046 Lujun Fang
1047 Jihong Guan
1048 Tao Zou
1049 Vincent D. Blondel
1050 Jean‐Loup Guillaume
1051 Julien M. Hendrickx
1052 Cristobald de Kerchove
1053 A. Yu. Zyuzin
1054 León Danon
1055 Changsong Zhou
1056 Andrzej Grabowski
1057 Natalia Kruszewska
1058 R.A. Kosiński
1059 Liang Huang
1060 Jaime A. Pimentel
1061 Maximino Aldana
1062 Cristián Huepe
1063 Hernán Larralde
1064 Yanghua Xiao
1065 Momiao Xiong
1066 Hui Wang
1067 Ben D. MacArthur
1068 P. Białas
1069 Andrzej K. Oleś
1070 Dominik Heide
1071 Mirko Schäfer
1072 Martin Greiner
1073 Darren M. Green
1074 Xiao-Ke Xu
1075 Jin Zhou
1076 Jie Zhang
1077 Junfeng Sun
1078 Jun-an Lu
1079 Vladimir Gudkov
1080 Vladimir Montealegre
1081 S. Nussinov
1082 Zohar Nussinov
1083 Muhittin Mungan
1084 Sebastian E. Ahnert
1085 Thomas Fink
1086 Guimei Zhu
1087 Huijie Yang
1088 Chuan-Yang Yin
1089 Baowen Li
1090 Desmond J. Higham
1091 Chanil Jeon
1092 Enrique Burgos
1093 Horacio Ceva
1094 Laura Hernández
1095 R.P.J. Perazzo
1096 Mariano Devoto
1097 Diego Medán
1098 Daniel M. Auto
1099 André A. Moreira
1100 Anselmo García Cantú Ros
1101 E. Abad
1102 Andreas Pusch
1103 Sebastian Weber
1104 Markus Porto
1105 Rui Carvalho
1106 Giulia Iori
1107 Paulino Ribeiro Villas-Boas
1108 Gonzalo Travieso
1109 P. K. Mohanty
1110 Sungchul Kwon
1111 Gunter M. Schütz
1112 Marian Brandaut
1113 Steffen Trimper
1114 Hamid Seyed-Allaei
1115 Hamed Seyed-allaei
1116 Mohammad Reza Ejtehadi
1117 Luca Ferretti
1118 Bivas Mitra
1119 Niloy Ganguly
1120 Sujoy Ghose
1121 Fernando Peruani
1122 Satyam Mukherjee
1123 D. M. Smith
1124 Chiu Fan Lee
1125 Hong Fan
1126 Zhipan Wang
1127 Takaaki Ohnishi
1128 Hiroshi Saito
1129 Shizuho Furuya
1130 Shai Carmi
1131 Piotr Fronczak
1132 Agata Fronczak
1133 Janusz A. Hołyst
1134 Jonathan Hatchett
1135 Tatsuya Uezu
1136 Elias Bareinboim
1137 Valmir C. Barbosa
1138 Tomáš Hrúz
1139 Michal Natora
1140 Madhuresh Agrawal
1141 Antonio Sanchirico
1142 Mauro Fiorentino
1143 Robert A. Gatenby
1144 P. E. Parris
1145 Julián Candia
1146 V. M. Kenkre
1147 Dong Soo Lee
1148 Michael Maragakis
1149 An-Cai Wu
1150 Xin‐Jian Xu
1151 Ying-Hai Wang
1152 Gregor Kaczor
1153 Claudius Gros
1154 K. E. Kürten
1155 J. W. Clark
1156 Tiago Simas
1157 A. S. Stepanenko
1158 Costas Constantinou
1159 I. V. Yurkevich
1160 Igor V. Lerner
1161 Bartłomiej Wacław
1162 L. Bogacz
1163 Wolfhard Janke
1164 kc claffy
1165 Martin Gerlach
1166 Thomas E. Gorochowski
1167 Claire Grierson
1168 Mario di Bernardo
1169 Joan T. Matamalas
1170 Sune Nørhøj Jespersen
1171 A. Blumen
1172 Rahul Kulkarni
