Iteration,Avg_HO_Error,Avg_PL_Error
104,0.0,6.125928772847374
105,0.0,6.052202440396059
106,0.0,5.979148905135389
107,0.0,5.9067689356181745
108,0.0,5.835062996725469
109,0.0,5.764031263641641
110,0.0,5.693673635173241
111,0.0,5.623989746473967
112,0.0,5.554978981176532
113,0.0,5.486640483005431
114,0.0,5.4189731668709555
115,0.0,5.351975729494143
116,0.0,5.285646659568556
117,0.0,5.219984247510411
118,0.0,5.154986594790898
119,0.0,5.090651622899031
120,0.0,5.026977081927953
121,0.0,4.963960558832014
122,0.0,4.901599485343695
123,0.0,4.83989114558949
124,0.0,4.778832683399287
125,0.0,4.7184211093447175
126,0.0,4.658653307495115
127,0.0,4.599526041930176
128,0.0,4.54103596299251
129,0.0,4.483179613317816
130,0.0,4.425953433626319
131,0.0,4.369353768313431
132,0.0,4.313376870817592
133,0.0,4.258018908804843
134,0.0,4.203275969147853
135,0.0,4.149144062736013
136,0.0,4.095619129096576
137,0.0,4.042697040858229
138,0.0,3.990373608040045
139,0.0,3.9386445821940015
140,0.0,3.8875056603867506
141,0.0,3.8369524890438242
142,0.0,3.7869806676503686
143,0.0,3.737585752312043
144,0.0,3.688763259190864
145,0.0,3.640508667813492
146,0.0,3.592817424254463
147,0.0,3.5456849442066414
148,0.0,3.499106615932078
149,0.0,3.4530778031094087
150,0.0,3.407593847566659
151,0.0,3.362650071920598
152,0.0,3.318241782111045
153,0.0,3.2743642698364965
154,0.0,3.2310128149056254
155,0.0,3.1881826874878243
156,0.0,3.1458691502884903
157,0.0,3.1040674606265384
158,0.0,3.0627728724432473
159,0.0,3.021980638224022
160,0.0,2.981686010845351
161,0.0,2.9418842453501384
162,0.0,2.9025706006477776
163,0.0,2.8637403411489686
164,0.0,2.8253887383259553
165,0.0,2.7875110722213776
166,0.0,2.750102632876633
167,0.0,2.713158721713171
168,0.0,2.676674652849897
169,0.0,2.6406457543607758
170,0.0,2.605067369479002
171,0.0,2.569934857754106
172,0.0,2.5352435961412993
173,0.0,2.5009889800601286
174,0.0,2.4671664243878695
175,0.0,2.4337713644183623
176,0.0,2.400799256764003
177,0.0,2.368245580222947
178,0.0,2.33610583660311
179,0.0,2.3043755514925124
180,0.0,2.2730502750102914
181,0.0,2.2421255824983746
182,0.0,2.2115970751926852
183,0.0,2.1814603808463744
184,0.0,2.151711154325085
185,0.0,2.122345078162425
186,0.0,2.0933578630931606
187,0.0,2.064745248540248
188,0.0,2.0365030030829985
189,0.0,2.0086269248949975
190,0.0,1.9811128421436024
191,0.0,1.9539566133744302
192,0.0,1.9271541278610584
193,0.0,1.900701305935172
194,0.0,1.8745940992830583
195,0.0,1.8488284912266408
196,0.0,1.8234004969822308
197,0.0,1.7983061638869913
198,0.0,1.7735415716131229
199,0.0,1.7491028323629507
200,0.0,1.7249860910301322
201,0.0,1.7011875253606377
202,0.0,1.6777033460814437
203,0.0,1.6545297970169486
204,0.0,1.6316631551871978
205,0.0,1.6090997308883743
206,0.0,1.5868358677610104
207,0.0,1.564867942838191
208,0.0,1.5431923665828435
209,0.0,1.521805582909792
210,0.0,1.5007040691932616
211,0.0,1.4798843362602838
212,0.0,1.459342928375463
213,0.0,1.439076423213919
214,0.0,1.419081431812856
215,0.0,1.3993545985281344
216,0.0,1.3798926009662864
217,0.0,1.3606921499126656
218,0.0,1.3417499892493652
219,0.0,1.3230628958672241
220,0.0,1.304627679557143
221,0.0,1.28644118290822
222,0.0,1.2685002811865616
223,0.0,1.2508018822111353
224,0.0,1.233342926222349
225,0.0,1.2161203857438068
226,0.0,1.1991312654288322
227,0.0,1.182372601918587
228,0.0,1.1658414636758607
229,0.0,1.1495349508227264
230,0.0,1.1334501949700098
231,0.0,1.117584359044713
232,0.0,1.1019346371069787
233,0.0,1.0864982541661448
234,0.0,1.0712724659936157
235,0.0,1.056254558925957
236,0.0,1.0414418496707185
237,0.0,1.0268316851058898
238,0.0,1.0124214420725366
239,0.0,0.9982085271685719
240,0.0,0.9841903765418465
241,0.0,0.9703644556702784
242,0.0,0.9567282591513049
243,0.0,0.943279310479511
244,0.0,0.9300151618274413
245,0.0,0.9169333938266391
246,0.0,0.9040316153341337
247,0.0,0.8913074632146163
248,0.0,0.8787586021067
249,0.0,0.8663827241962281
250,0.0,0.8541775489857173
251,0.0,0.8421408230583438
252,0.0,0.8302703198519339
253,0.0,0.8185638394165835
254,0.0,0.8070192081884215
255,0.0,0.7956342787476842
256,0.0,0.7844069295872487
257,0.0,0.7733350648727537
258,0.0,0.7624166142093145
259,0.0,0.7516495324027801
260,0.0,0.741031799223947
261,0.0,0.7305614191700442
262,0.0,0.7202364212298562
263,0.0,0.710054858648391
264,0.0,0.7000148086842728
265,0.0,0.690114372380549
266,0.0,0.6803516743268574
267,0.0,0.6707248624213662
268,0.0,0.661232107641581
269,0.0,0.6518716038046932
270,0.0,0.6426415673408883
271,0.0,0.6335402370521024
272,0.0,0.6245658738901056
273,0.0,0.6157167607177598
274,0.0,0.6069912020832362
275,0.0,0.5983875239921872
276,0.0,0.5899040736730967
277,0.0,0.5815392193603657
278,0.0,0.5732913500592076
279,0.0,0.56515887532737
280,0.0,0.5571402250507163
281,0.0,0.549233849217444
282,0.0,0.5414382177013977
283,0.0,0.5337518200401519
284,0.0,0.5261731652201433
285,0.0,0.5187007814533899
286,0.0,0.5113332159694437
287,0.0,0.5040690347948384
288,0.0,0.4969068225475439
289,0.0,0.4898451822170955
290,0.0,0.48288273496405054
291,0.0,0.47601811990421083
292,0.0,0.46924999390830635
293,0.0,0.46257703139235673
294,0.0,0.4559979241146266
295,0.0,0.44951138097758303
296,0.0,0.44311612782689735
297,0.0,0.436810907244535
298,0.0,0.43059447836367326
299,0.0,0.4244656166658842
300,0.0,0.418423113788549
301,0.0,0.4124657773347735
302,0.0,0.40659243068171236
303,0.0,0.4008019127898024
304,0.0,0.39509307801790783
305,0.0,0.38946479593892036
306,0.0,0.38391595115240307
307,0.0,0.3784454431051927
308,0.0,0.37305218590927325
309,0.0,0.36773510816647104
310,0.0,0.3624931527863282
311,0.0,0.3573252768128441
312,0.0,0.3522304512530354
313,0.0,0.34720766090254074
314,0.0,0.3422559041753175
315,0.0,0.33737419293402127
316,0.0,0.3325615523281158
317,0.0,0.3278170206201594
318,0.0,0.32313964903028136
319,0.0,0.31852850156974455
320,0.0,0.3139826548799647
321,0.0,0.3095011980783511
322,0.0,0.30508323259573444
323,0.0,0.30072787202448126
324,0.0,0.2964342419645618
325,0.0,0.29220147986984557
326,0.0,0.28802873489917147
327,0.0,0.28391516776514436
328,0.0,0.27985995059157176
329,0.0,0.2758622667593045
330,0.0,0.2719213107723135
331,0.0,0.26803628810853297
332,0.0,0.26420641508116205
333,0.0,0.2604309186970113
334,0.0,0.25670903652212473
335,0.0,0.25304001654308195
336,0.0,0.24942311703239284
337,0.0,0.24585760641525667
338,0.0,0.24234276313904957
339,0.0,0.23887787554463102
340,0.0,0.23546224172878283
341,0.0,0.23209516942915798
342,0.0,0.22877597589035759
343,0.0,0.22550398774319547
344,0.0,0.22227854087645937
345,0.0,0.21909898032481578
346,0.0,0.21596466013807003
347,0.0,0.21287494327270906
348,0.0,0.20982920146593642
349,0.0,0.2068268151238044
350,0.0,0.20386717320980097
351,0.0,0.20094967312570589
352,0.0,0.19807372060154194
353,0.0,0.19523872958757238
354,0.0,0.19244412214538897
355,0.0,0.18968932833490726
356,0.0,0.18697378611500426
357,0.0,0.1842969412311959
358,0.0,0.18165824711877576
359,0.0,0.17905716479344846
360,0.0,0.17649316275719684
361,0.0,0.17396571688823315
362,0.0,0.17147431035618865
363,0.0,0.16901843350797208
364,0.0,0.1665975837854603
365,0.0,0.16421126562113386
366,0.0,0.1618589903487191
367,0.0,0.15954027610769117
368,0.0,0.1572546477545984
369,0.0,0.1550016367675653
370,0.0,0.1527807811612547
371,0.0,0.1505916253979649
372,0.0,0.1484337202966799
373,0.0,0.14630662295326147
374,0.0,0.14420989664768058
375,0.0,0.1421431107673925
376,0.0,0.14010584072025267
377,0.0,0.13809766785288957
378,0.0,0.1361181793713513
379,0.0,0.13416696826107
380,0.0,0.13224363320659904
381,0.0,0.13034777851635226
382,0.0,0.12847901404370532
383,0.0,0.12663695511150763
384,0.0,0.12482122244068705
385,0.0,0.12303144207021433
386,0.0,0.12126724528820887
387,0.0,0.11952826856281717
388,0.0,0.11781415346467838
389,0.0,0.11612454660098592
390,0.0,0.1144590995472754
391,0.0,0.11281746877625665
392,0.0,0.11119931558982898
393,0.0,0.10960430605859983
394,0.0,0.10803211095003462
395,0.0,0.10648240566479217
396,0.0,0.10495487017647065
397,0.0,0.10344918896589661
398,0.0,0.10196505095723296
399,0.0,0.10050214946090819
400,0.0,0.09906018210904222
401,0.0,0.09763885079951251
402,0.0,0.09623786163137993
403,0.0,0.09485692485441177
404,0.0,0.0934957548042803
405,0.0,0.0921540698507215
406,0.0,0.0908315923391001
407,0.0,0.08952804853811358
408,0.0,0.08824316857976555
409,0.0,0.08697668641411838
410,0.0,0.08572833974653804
411,0.0,0.08449786999653952
412,0.0,0.08328502223480427
413,0.0,0.08208954513906974
414,0.0,0.08091119094569876
415,0.0,0.07974971539147191
416,0.0,0.07860487767675295
417,0.0,0.07747644040568957
418,0.0,0.07636416954824199
419,0.0,0.07526783438470375
420,0.0,0.07418720746682084
421,0.0,0.0731220645684516
422,0.0,0.07207218463963727
423,0.0,0.07103734976521991
424,0.0,0.07001734512027724
425,0.0,0.06901195892510259
426,0.0,0.0680209824031408
427,0.0,0.06704420974119785
428,0.0,0.06608143804464817
429,0.0,0.06513246729946331
430,0.0,0.06419710033060255
431,0.0,0.06327514275972135
432,0.0,0.062366402972202195
433,0.0,0.06147069207372624
434,0.0,0.06058782385093764
435,0.0,0.05971761473756487
436,0.0,0.05885988377440299
437,0.0,0.05801445257748128
438,0.0,0.05718114529372542
439,0.0,0.05635978857253576
440,0.0,0.0555502115271338
441,0.0,0.054752245700456115
442,0.0,0.05396572503354946
443,0.0,0.053190485827826706
444,0.0,0.052426366713689276
445,0.0,0.05167320861710323
446,0.0,0.05093085472935854
447,0.0,0.05019915047387258
448,0.0,0.049477943473220876
449,0.0,0.048767083519123844
450,0.0,0.04806642254311555
451,0.0,0.04737581458539353
452,0.0,0.04669511576548757
453,0.0,0.04602418425020005
454,0.0,0.04536288022973167
455,0.0,0.04471106588675866
456,0.0,0.04406860536437307
457,0.0,0.04343536474539178
458,0.0,0.042811212020069433
459,0.0,0.04219601706108733
460,0.0,0.04158965159399486
461,0.0,0.04099198917879221
462,0.0,0.04040290517377798
463,0.0,0.03982227671826877
464,0.0,0.03924998269894786
465,0.0,0.03868590373826919
466,0.0,0.03812992215466693
467,0.0,0.03758192194914045
468,0.0,0.03704178877865161
469,0.0,0.03650940992883989
470,0.0,0.035984674297424135
471,0.0,0.035467472368509334
472,0.0,0.034957696186438625
473,0.0,0.03445523933919503
474,0.0,0.033959996934527226
475,0.0,0.03347186557607529
476,0.0,0.032990743346317686
477,0.0,0.032516529783379156
478,0.0,0.032049125857611216
479,0.0,0.03158843396022348
480,0.0,0.031134357869632368
481,0.0,0.030686802743502994
482,0.0,0.03024567509442022
483,0.0,0.029810882771926117
484,0.0,0.0293823349388731
485,0.0,0.02895994206028263
486,0.0,0.028543615879470963
487,0.0,0.028133269403042505
488,0.0,0.02772881687815243
489,0.0,0.027330173780910627
490,0.0,0.02693725679637282
491,0.0,0.026549983797849563
492,0.0,0.02616827383758391
493,0.0,0.025792047122195072
494,0.0,0.0254212250006276
495,0.0,0.025055729948689986
496,0.0,0.02469548554904577
497,0.0,0.0243404164777985
498,0.0,0.02399044848993981
499,0.0,0.023645508403205895
500,0.0,0.023305524080114992
501,0.0,0.022970424419327173
502,0.0,0.022640139333589104
503,0.0,0.022314599741775965
504,0.0,0.021993737547063574
505,0.0,0.021677485633972537
506,0.0,0.021365777843129763
507,0.0,0.021058548963083012
508,0.0,0.020755734716203733
509,0.0,0.02045727174845524
510,0.0,0.02016309760756485
511,0.0,0.019873150739385892
512,0.0,0.019587370469935195
513,0.0,0.019305696994933896
514,0.0,0.019028071365028154
515,0.0,0.018754435477148945
516,0.0,0.018484732061324394
517,0.0,0.018218904664308866
518,0.0,0.01795689764594499
519,0.0,0.01769865615847266
520,0.0,0.017444126145846894
521,0.0,0.017193254321682616
522,0.0,0.016945988163115544
523,0.0,0.01670227590579998
524,0.0,0.016462066520261942
525,0.0,0.016225309711444424
526,0.0,0.015991955905519717
527,0.0,0.015761956238748098
528,0.0,0.0155352625465639
529,0.0,0.01531182735720904
530,0.0,0.015091603875589499
531,0.0,0.014874545984184806
532,0.0,0.014660608218264315
533,0.0,0.014449745771571543
534,0.0,0.014241914476315287
535,0.0,0.014037070799759022
536,0.0,0.013835171833079585
537,0.0,0.013636175282954355
538,0.0,0.013440039463375797
539,0.0,0.013246723282009043
540,0.0,0.013056186242238255
541,0.0,0.012868388422702992
542,0.0,0.012683290477298215
543,0.0,0.012500853623578223
544,0.0,0.012321039636844944
545,0.0,0.012143810839006619
546,0.0,0.011969130091074476
547,0.0,0.01179696078975212
548,0.0,0.011627266856294227
549,0.0,0.01146001272832109
550,0.0,0.011295163352997406
551,0.0,0.01113268418566804
552,0.0,0.010972541169167016
553,0.0,0.010814700741093475
554,0.0,0.01065912981925976
555,0.0,0.010505795792823847
556,0.0,0.01035466652501782
557,0.0,0.01020571033586748
558,0.0,0.010058896000145978
559,0.0,0.009914192741234729
560,0.0,0.009771570227940174
561,0.0,0.009630998556303894
562,0.0,0.009492448260971287
563,0.0,0.009355890292908953
564,0.0,0.009221296021451053
565,0.0,0.009088637227705476
566,0.0,0.008957886098869494
567,0.0,0.008829015217315828
568,0.0,0.008701997565594866
569,0.0,0.008576806507107904
570,0.0,0.008453415793155727
571,0.0,0.00833179954793195
572,0.0,0.008211932269205136
573,0.0,0.008093788820588088
574,0.0,0.007977344427217758
575,0.0,0.007862574667797162
576,0.0,0.007749455473458511
577,0.0,0.007637963121624125
578,0.0,0.007528074227138859
579,0.0,0.007419765744316464
580,0.0,0.007313014956935149
581,0.0,0.007207799473462728
582,0.0,0.0071040972268292535
583,0.0,0.007001886464422569
584,0.0,0.006901145747178816
585,0.0,0.0068018539443528425
586,0.0,0.0067039902273791085
587,0.0,0.006607534066915832
588,0.0,0.006512465230798625
589,0.0,0.006418763773581304
590,0.0,0.006326410038809627
591,0.0,0.006235384653791698
592,0.0,0.006145668520730396
593,0.0,0.006057242817860242
594,0.0,0.005970088994899925
595,0.0,0.005884188763957354
596,0.0,0.005799524104759257
597,0.0,0.005716077253509866
598,0.0,0.005633830701299303
599,0.0,0.005552767191147723
600,0.0,0.005472869714822082
601,0.0,0.0053941215078339155
602,0.0,0.005316506045346614
603,0.0,0.005240007042175421
604,0.0,0.005164608446193597
605,0.0,0.005090294434467069
606,0.0,0.005017049413709174
607,0.0,0.00494485801209521
608,0.0,0.004873705080626678
609,0.0,0.0048035756899480475
610,0.0,0.004734455119432823
611,0.0,0.004666328865141622
612,0.0,0.004599182629135612
613,0.0,0.00453300232015863
614,0.0,0.0044677740468159755
615,0.0,0.004403484121667134
616,0.0,0.004340119049857094
617,0.0,0.004277665533209074
618,0.0,0.004216110463403311
619,0.0,0.0041554409212949395
620,0.0,0.004095644172366519
621,0.0,0.004036707665363792
622,0.0,0.003978619027975583
623,0.0,0.003921366070471777
624,0.0,0.0038649367736525164
625,0.0,0.003809319292258806
626,0.0,0.003754501951561906
627,0.0,0.0037004732471359603
628,0.0,0.0036472218332619377
629,0.0,0.003594736534068943
630,0.0,0.0035430063321655325
631,0.0,0.0034920203665933514
632,0.0,0.0034417679348734964
633,0.0,0.003392238487094801
634,0.0,0.0033434216254590865
635,0.0,0.0032953071015526803
636,0.0,0.003247884813845303
637,0.0,0.0032011448072353232
638,0.0,0.0031550772687296558
639,0.0,0.0031096725258521474
640,0.0,0.0030649210470983235
641,0.0,0.003020813434432057
642,0.0,0.0029773404301067785
643,0.0,0.0029344929046146717
644,0.0,0.002892261863053136
645,0.0,0.0028506384385309502
646,0.0,0.002809613889439788
647,0.0,0.002769179603774319
648,0.0,0.002729327091401501
649,0.0,0.0026900479842879577
650,0.0,0.0026513340333167434
651,0.0,0.0026131771123800718
652,0.0,0.0025755692072380043
653,0.0,0.002538502420520672
654,0.0,0.0025019689694545377
655,0.0,0.002465961183588661
656,0.0,0.0024304714993377274
657,0.0,0.002395492465893767
658,0.0,0.0023610167379501945
659,0.0,0.0023270370732006995
660,0.0,0.0022935463402973255
661,0.0,0.0022605375027069385
662,0.0,0.00222800362939779
663,0.0,0.002195937887790933
664,0.0,0.002164333544214969
665,0.0,0.0021331839620870596
666,0.0,0.00210248259850232
667,0.0,0.0020722230078717985
668,0.0,0.002042398830781167
669,0.0,0.002013003809224756
670,0.0,0.001984031765459804
671,0.0,0.0019554766151941294
672,0.0,0.0019273323630386585
673,0.0,0.0018995930961409613
674,0.0,0.0018722529898695939
675,0.0,0.001845306301220262
676,0.0,0.00181874737063481
677,0.0,0.0017925706192727375
678,0.0,0.0017667705506028142
679,0.0,0.0017413417431271228
680,0.0,0.0017162788583391375
681,0.0,0.0016915766302645352
682,0.0,0.0016672298709181632
683,0.0,0.0016432334673481819
684,0.0,0.0016195823761790962
685,0.0,0.0015962716331614502
686,0.0,0.00157329633975678
687,0.0,0.001550651670413572
688,0.0,0.0015283328680197883
689,0.0,0.0015063352441302413
690,0.0,0.0014846541791939671
691,0.0,0.0014632851177793782
692,0.0,0.0014422235719848686
693,0.0,0.0014214651159818459
694,0.0,0.0014010053914716991
695,0.0,0.0013808400990455993
696,0.0,0.0013609650011403573
697,0.0,0.0013413759247669077
698,0.0,0.0013220687546890986
699,0.0,0.0013030394341058127
700,0.0,0.0012842839651057147
701,0.0,0.001265798408894625
702,0.0,0.001247578881248046
703,0.0,0.001229621553875404
704,0.0,0.0012119226555569185
705,0.0,0.00119447846714138
706,0.0,0.0011772853233651404
707,0.0,0.0011603396137616073
708,0.0,0.0011436377762947814
709,0.0,0.001127176304180466
710,0.0,0.001110951737700816
711,0.0,0.0010949606687518099
712,0.0,0.001079199736523151
713,0.0,0.0010636656299993774
714,0.0,0.0010483550865956204
715,0.0,0.001033264887837504
716,0.0,0.0010183918648181134
717,0.0,0.0010037328925136535
718,0.0,0.000989284890010822
719,0.0,0.0009750448218710517
720,0.0,0.0009610096974483895
721,0.0,0.0009471765654325282
722,0.0,0.0009335425218068849
723,0.0,0.0009201047002989071
724,0.0,0.0009068602782917878
725,0.0,0.0008938064720496186
726,0.0,0.0008809405396732473
727,0.0,0.0008682597774622991
728,0.0,0.0008557615199151769
729,0.0,0.0008434431422301714
730,0.0,0.0008313020546211192
731,0.0,0.0008193357082291186
732,0.0,0.0008075415869370772
733,0.0,0.000795917212144559
734,0.0,0.0007844601420856634
735,0.0,0.0007731679702374095
736,0.0,0.0007620383216817572
737,0.0,0.0007510688581078284
738,0.0,0.0007402572762202908
739,0.0,0.0007296013013728953
740,0.0,0.0007190986971181701
741,0.0,0.0007087472549756058
742,0.0,0.0006985447992065019
743,0.0,0.0006884891868139675
744,0.0,0.0006785783048144367
745,0.0,0.000668810070010295
746,0.0,0.0006591824298993743
747,0.0,0.0006496933604012156
748,0.0,0.0006403408692676749
749,0.0,0.0006311229888069647
750,0.0,0.0006220377838417335
751,0.0,0.0006130833442057337
752,0.0,0.0006042577872449328
753,0.0,0.0005955592600912496
754,0.0,0.0005869859332960914
755,0.0,0.0005785360060599487
756,0.0,0.0005702077016849216
757,0.0,0.0005619992700758303
758,0.0,0.0005539089870580938
759,0.0,0.0005459351514218724
760,0.0,0.0005380760876505519
761,0.0,0.0005303301445565012
762,0.0,0.0005226956930073356
763,0.0,0.0005151711295638961
764,0.0,0.0005077548719327751
765,0.0,0.0005004453623769223
766,0.0,0.0004932410640776652
767,0.0,0.0004861404624989518
768,0.0,0.0004791420669789659
769,0.0,0.00047224440504578524
770,0.0,0.00046544602719222894
771,0.0,0.00045874550505686784
772,0.0,0.0004521414300597826
773,0.0,0.0004456324138573109
774,0.0,0.0004392170897062897
775,0.0,0.00043289410723446053
776,0.0,0.0004266621394890535
777,0.0,0.000420519874069214
778,0.0,0.0004144660226756969
779,0.0,0.0004084993120159197
780,0.0,0.0004026184874419414
781,0.0,0.00039682231249571487
782,0.0,0.00039110957027332915
783,0.0,0.0003854790586501622
784,0.0,0.0003799295959652227
785,0.0,0.00037446001374519255
786,0.0,0.00036906916307088977
787,0.0,0.0003637559102571686
788,0.0,0.00035851913980877725
789,0.0,0.0003533577507823793
790,0.0,0.00034827065678655345
791,0.0,0.00034325678984714614
792,0.0,0.00033831509745141375
793,0.0,0.0003334445368636807
794,0.0,0.00032864408785826527
795,0.0,0.00032391273930443276
796,0.0,0.00031924949712447415
797,0.0,0.0003146533820199693
798,0.0,0.00031012342765279755
799,0.0,0.00030565868087251147
800,0.0,0.0003012582035353262
801,0.0,0.00029692107091250364
802,0.0,0.00029264637123560533
803,0.0,0.0002884332059238659
804,0.0,0.0002842806884473248
805,0.0,0.00028018794819217874
806,0.0,0.0002761541218205821
807,0.0,0.00027217836350246216
808,0.0,0.000268259836047946
809,0.0,0.00026439771795594424
810,0.0,0.0002605911950013251
811,0.0,0.00025683946751087205
812,0.0,0.000253141747407426
813,0.0,0.00024949725730039063
814,0.0,0.00024590523025835864
815,0.0,0.0002423649120828486
816,0.0,0.00023887555789769976
817,0.0,0.0002354364346501825
818,0.0,0.00023204681951938255
819,0.0,0.00022870599855195906
820,0.0,0.00022541327030012326
821,0.0,0.00022216794354790181
822,0.0,0.00021896933503740001
823,0.0,0.00021581677196991222
824,0.0,0.00021270959132380085
825,0.0,0.00020964714167348575
826,0.0,0.00020662877705035498
827,0.0,0.00020365386490084347
828,0.0,0.00020072177881047537
829,0.0,0.0001978319010049745
830,0.0,0.00019498362667036417
831,0.0,0.00019217635531276756
832,0.0,0.00018940949621537584
833,0.0,0.00018668246866582194
834,0.0,0.00018399469990981743
835,0.0,0.00018134562333216309
836,0.0,0.00017873468323159614
837,0.0,0.00017616133004594303
838,0.0,0.00017362502239848254
839,0.0,0.00017112522800744046
840,0.0,0.00016866142027538444
841,0.0,0.00016623308238195023
842,0.0,0.00016383970364586276
843,0.0,0.00016148077907018887
844,0.0,0.0001591558150266792
845,0.0,0.00015686432061556843
846,0.0,0.0001546058160784014
847,0.0,0.00015237982506732806
848,0.0,0.00015018587919257698
849,0.0,0.00014802351938669744
850,0.0,0.00014589228840122814
851,0.0,0.00014379174081113888
852,0.0,0.00014172143301038886
853,0.0,0.00013968092957838962
854,0.0,0.00013766980259788397
855,0.0,0.0001356876289264619
856,0.0,0.000133733991333429
857,0.0,0.00013180847895455372
858,0.0,0.00012991068797418848
859,0.0,0.00012804021866941184
860,0.0,0.00012619667791113898
861,0.0,0.0001243796775725059
862,0.0,0.0001225888363478589
863,0.0,0.00012082377611477568
864,0.0,0.00011908412807315472
865,0.0,0.00011736952478713647
866,0.0,0.0001156796065515664
867,0.0,0.00011401401707189507
868,0.0,0.00011237240755690436
869,0.0,0.0001107544314891129
870,0.0,0.00010915974962699693
871,0.0,0.00010758802568489045
872,0.0,0.00010603892997096409
873,0.0,0.00010451213620399358
874,0.0,0.00010300732401447021
875,0.0,0.00010152417644349043
876,0.0,0.0001000623817617452
877,0.0,9.8621632787399e-05
878,0.0,9.720162574922142e-05
879,0.0,9.580206346981868e-05
880,0.0,9.442265013603901e-05
881,0.0,9.306309675594093e-05
882,0.0,9.172311615657236e-05
883,0.0,9.040242935043352e-05
884,0.0,8.910075530366157e-05
885,0.0,8.7817821849967e-05
886,0.0,8.655335909679707e-05
887,0.0,8.53071019264462e-05
888,0.0,8.407878704019822e-05
889,0.0,8.286815682367887e-05
890,0.0,8.167495593625063e-05
891,0.0,8.049893381212314e-05
892,0.0,7.933984420560591e-05
893,0.0,7.819744246262417e-05
894,0.0,7.707148802182928e-05
895,0.0,7.596174418722512e-05
896,0.0,7.486797790079436e-05
897,0.0,7.378996019724582e-05
898,0.0,7.272746211128833e-05
899,0.0,7.168026172621467e-05
900,0.0,7.064813848955964e-05
901,0.0,6.963087525946321e-05
902,0.0,6.862825853204413e-05
903,0.0,6.764007684978424e-05
904,0.0,6.666612284789153e-05
905,0.0,6.570619120793708e-05
906,0.0,6.476008070421813e-05
907,0.0,6.382759215739497e-05
908,0.0,6.290853002610675e-05
909,0.0,6.200269922373991e-05
