HO_BT,HOL_BT,BIN,BINL,N,M,K,L,epoch
-6.38234,-7.99068,-6.40156,-8.74332,1000,14384,6,1,0
-0.564721,-0.564721,-0.564721,-0.564721,1000,1623,2,0,35
-10.4204,-13.3688,-10.445,-14.9299,1000,14384,8,1,8
-10.5808,-11.1444,-10.5878,-11.4972,1000,23357,10,0,39
-7.33663,-7.50776,-7.33872,-7.56125,1000,61584,8,0,27
-0.569582,-0.569582,-0.569582,-0.569582,1000,2069,2,0,35
-14.9096,-19.8976,-14.939,-21.3115,1000,37926,10,1,46
-0.462065,-0.462065,-0.462065,-0.462065,1000,6951,2,0,22
-10.3876,-13.6487,-10.4073,-14.3709,1000,48329,8,1,20
-7.54004,-7.80018,-7.54298,-7.94564,1000,29763,8,0,28
-6.29152,-8.13843,-6.29936,-8.40079,1000,61584,6,1,41
-2.09975,-2.13617,-2.10051,-2.14273,1000,37926,4,0,26
-4.50358,-4.6159,-4.50594,-4.65631,1000,37926,6,0,23
-0.430777,-0.430777,-0.430777,-0.430777,1000,78475,2,1,17
-11.0695,-12.376,-11.1082,-13.3545,1000,5455,10,0,27
-6.42181,-7.5879,-6.43105,-8.49361,1000,6951,6,1,9
-7.42593,-8.30254,-7.44159,-8.68521,1000,5455,8,0,0
-2.15785,-2.34679,-2.16624,-2.40537,1000,5455,4,0,41
-10.7467,-11.2337,-10.7557,-11.4924,1000,23357,10,0,36
-10.3477,-13.6651,-10.3611,-14.5664,1000,37926,8,1,1
-7.40602,-7.58372,-7.40791,-7.66793,1000,48329,8,0,2
-10.6229,-12.0712,-10.6461,-13.9837,1000,2636,8,1,10
-2.92252,-3.57174,-2.92826,-3.65226,1000,78475,4,1,20
-10.7419,-11.9661,-10.8059,-13.8678,1000,2069,8,1,1
-10.4973,-12.7576,-10.5353,-14.6143,1000,5455,8,1,17
-10.757,-11.0152,-10.7599,-11.1457,1000,61584,10,0,30
-10.4341,-13.2047,-10.4623,-14.6831,1000,14384,8,1,19
-10.7945,-11.9047,-10.8102,-12.674,1000,6951,10,0,9
-2.9838,-3.33573,-2.98988,-3.56388,1000,6951,4,1,13
-11.7096,-12.2897,-12.0835,-14.0987,1000,1000,8,1,0
-0.417959,-0.417959,-0.417959,-0.417959,1000,100000,2,0,3
-0.449224,-0.449224,-0.449224,-0.449224,1000,11288,2,0,15
-7.64675,-8.81332,-7.72036,-9.2083,1000,2069,8,0,4
-4.40833,-4.66291,-4.41445,-4.78649,1000,14384,6,0,26
-0.522573,-0.522573,-0.522573,-0.522573,1000,4281,2,1,2
-2.06958,-2.12934,-2.07247,-2.13915,1000,29763,4,0,20
-11.2697,-12.595,-11.3105,-13.6147,1000,4281,10,0,4
-14.8821,-19.1352,-14.9168,-21.4768,1000,14384,10,1,35
-8.64314,-9.86896,-8.9024,-10.5926,1000,1000,8,0,9
-6.57566,-7.4937,-6.59112,-8.47289,1000,3359,6,1,21
-7.3064,-8.29871,-7.33684,-8.72743,1000,4281,8,0,28
-2.94018,-3.44428,-2.94654,-3.64249,1000,14384,4,1,11
-2.95967,-3.44344,-2.96318,-3.67178,1000,11288,4,1,19
-3.2326,-3.08009,-3.31748,-3.20292,1000,1000,4,1,4
-14.9852,-18.3428,-15.0168,-21.8019,1000,4281,10,1,28
-7.20462,-7.14556,-7.41339,-7.81882,1000,1000,6,1,40
-0.595927,-0.595927,-0.595927,-0.595927,1000,2069,2,1,29
-7.68291,-9.17083,-7.83968,-9.55452,1000,1000,8,0,29
-6.31513,-8.20645,-6.32771,-8.42807,1000,100000,6,1,37
-4.97103,-5.65377,-5.08794,-5.86965,1000,1274,6,0,20
-6.61363,-7.5634,-6.66465,-8.54154,1000,3359,6,1,35
-11.286,-13.0847,-11.416,-14.0071,1000,1623,10,0,6
-0.477276,-0.477276,-0.477276,-0.477276,1000,8858,2,0,44
-0.415933,-0.415933,-0.415933,-0.415933,1000,48329,2,0,37
-4.60135,-5.2155,-4.6367,-5.46263,1000,3359,6,0,8
-4.32452,-4.52076,-4.32807,-4.58864,1000,23357,6,0,30
-4.44004,-4.52382,-4.44096,-4.54089,1000,61584,6,0,48
-10.4666,-12.8497,-10.4981,-14.8465,1000,6951,8,1,17
-0.64669,-0.64669,-0.64669,-0.64669,1000,1274,2,0,38
-10.9224,-11.2651,-10.9272,-11.4356,1000,37926,10,0,46
-2.94415,-3.49849,-2.94907,-3.62046,1000,29763,4,1,5
-7.53634,-8.18308,-7.54878,-8.55246,1000,8858,8,0,24
-7.43768,-8.53019,-7.47365,-9.06063,1000,3359,8,0,10
-7.36829,-7.4755,-7.36942,-7.50456,1000,100000,8,0,34
-2.03664,-2.09025,-2.0379,-2.10073,1000,29763,4,0,31
-10.3331,-13.8706,-10.3524,-14.3176,1000,100000,8,1,14
-4.5435,-4.67773,-4.54644,-4.71389,1000,29763,6,0,42
-10.4149,-13.2628,-10.4353,-14.7707,1000,14384,8,1,49
-10.4745,-12.7176,-10.5115,-14.7753,1000,5455,8,1,31
-4.61438,-4.80048,-4.6206,-4.90802,1000,18329,6,0,7
-15.4368,-17.4908,-15.5937,-20.7607,1000,1623,10,1,8
-7.69725,-8.75272,-7.75265,-9.33207,1000,3359,8,0,24
-3.1224,-3.16399,-3.16391,-3.35817,1000,2069,4,1,46
-0.570933,-0.570933,-0.570933,-0.570933,1000,3359,2,1,32
-14.9778,-18.9529,-15.013,-21.8071,1000,8858,10,1,10
-2.90726,-3.65426,-2.9155,-3.74774,1000,78475,4,1,13
-3.12558,-3.30287,-3.14464,-3.56799,1000,3359,4,1,45
-15.0432,-18.088,-15.0684,-21.3797,1000,4281,10,1,15
-15.0776,-18.2672,-15.1219,-21.7083,1000,4281,10,1,44
-6.3466,-7.66162,-6.35111,-8.40007,1000,11288,6,1,48
-10.6677,-11.3311,-10.6748,-11.8616,1000,18329,10,0,26
-15.0459,-18.0895,-15.0904,-21.4494,1000,4281,10,1,29
-4.44588,-4.50484,-4.44766,-4.51481,1000,100000,6,0,17
-7.63788,-8.90464,-7.76109,-9.35843,1000,1623,8,0,43
-6.33228,-8.15709,-6.34393,-8.50351,1000,48329,6,1,47
-10.7777,-11.7917,-10.7851,-12.589,1000,8858,10,0,22
-0.576728,-0.576728,-0.576728,-0.576728,1000,3359,2,1,13
-6.56159,-7.63344,-6.59639,-8.59093,1000,4281,6,1,7
-10.8077,-11.4977,-10.8125,-11.9026,1000,18329,10,0,33
-0.431813,-0.431813,-0.431813,-0.431813,1000,29763,2,1,0
-6.33458,-8.22565,-6.34587,-8.55812,1000,61584,6,1,26
-2.18243,-2.35793,-2.19208,-2.41771,1000,5455,4,0,45
-11.3899,-13.2865,-11.5398,-14.2495,1000,1623,10,0,24
-3.02,-3.23298,-3.01616,-3.47015,1000,4281,4,1,22
-10.7476,-11.473,-10.7493,-11.9145,1000,14384,10,0,13
-10.9077,-12.0221,-11.0019,-14.0559,1000,1623,8,1,18
-6.36537,-7.88479,-6.37936,-8.57723,1000,14384,6,1,1
-2.96546,-3.39053,-2.97344,-3.62863,1000,8858,4,1,22
-2.06142,-2.11299,-2.06218,-2.11936,1000,29763,4,0,41
-4.80772,-5.42552,-4.84686,-5.60286,1000,2069,6,0,17
-0.503342,-0.503342,-0.503342,-0.503342,1000,6951,2,1,24
-2.06294,-2.1036,-2.06482,-2.11048,1000,48329,4,0,43
-0.486841,-0.486841,-0.486841,-0.486841,1000,8858,2,1,33
-0.553911,-0.553911,-0.553911,-0.553911,1000,3359,2,1,20
-3.01172,-3.3433,-3.0167,-3.58717,1000,6951,4,1,1
-14.8954,-20.5265,-14.9225,-21.5355,1000,78475,10,1,9
-2.89998,-3.577,-2.90631,-3.63419,1000,100000,4,1,32
-2.93847,-3.4307,-2.94693,-3.62223,1000,14384,4,1,2
-10.732,-11.234,-10.7353,-11.5941,1000,23357,10,0,12
-10.3998,-13.5961,-10.4205,-14.8784,1000,23357,8,1,49
-3.36059,-3.19499,-3.40591,-3.37606,1000,1623,4,1,5
-4.55627,-5.11972,-4.57763,-5.3149,1000,4281,6,0,28
-3.01533,-3.29917,-3.02951,-3.54536,1000,4281,4,1,14
-15.1409,-17.7506,-15.2087,-21.0325,1000,2636,10,1,21
-10.7301,-11.191,-10.7324,-11.5042,1000,29763,10,0,31
-11.1804,-12.9939,-11.2234,-13.9306,1000,2069,10,0,11
-7.67216,-8.75418,-7.74282,-9.21731,1000,2636,8,0,7
-4.37936,-4.48301,-4.38116,-4.52974,1000,48329,6,0,14
-3.01913,-3.35675,-3.02446,-3.60293,1000,6951,4,1,31
-10.4439,-12.6204,-10.4629,-14.5137,1000,5455,8,1,21
-14.9279,-18.8133,-14.9523,-22.1361,1000,6951,10,1,10
-11.0788,-13.1367,-11.2654,-13.7688,1000,1000,10,0,49
-2.08927,-2.18798,-2.09302,-2.21233,1000,14384,4,0,7
-4.8337,-5.60446,-4.91889,-5.82123,1000,1623,6,0,40
-3.01615,-3.34761,-3.02085,-3.57555,1000,6951,4,1,34
-0.410416,-0.410416,-0.410416,-0.410416,1000,100000,2,1,48
-2.90701,-3.62193,-2.9147,-3.70472,1000,78475,4,1,32
-6.37633,-7.72044,-6.39029,-8.58064,1000,8858,6,1,2
-4.52408,-4.56976,-4.52449,-4.58554,1000,100000,6,0,45
-2.39,-2.6648,-2.42123,-2.73546,1000,2069,4,0,33
-6.32471,-8.28779,-6.33511,-8.57695,1000,78475,6,1,27
-0.490641,-0.490641,-0.49064,-0.49064,1000,4281,2,1,15
-10.9053,-11.195,-10.9076,-11.3321,1000,48329,10,0,8
-15.1584,-17.364,-15.2319,-20.6833,1000,2069,10,1,32
-7.83797,-8.95967,-7.94206,-9.62405,1000,2636,8,0,48
-4.49549,-4.6852,-4.49973,-4.74935,1000,23357,6,0,39
-2.09414,-2.21951,-2.10272,-2.24697,1000,11288,4,0,19
-10.5219,-12.1852,-10.5522,-14.1754,1000,3359,8,1,39
-7.38654,-7.91699,-7.39896,-8.26551,1000,11288,8,0,12
-11.0075,-12.2022,-11.0428,-13.0615,1000,5455,10,0,19
-4.4328,-4.60656,-4.43744,-4.68191,1000,23357,6,0,14
-6.29534,-7.85363,-6.30521,-8.57309,1000,14384,6,1,10
-14.8768,-19.4766,-14.8981,-21.7823,1000,18329,10,1,11
-0.563305,-0.563305,-0.563305,-0.563305,1000,3359,2,1,14
-2.09737,-2.171,-2.10129,-2.19507,1000,14384,4,0,40
-10.3401,-14.0367,-10.358,-14.5788,1000,100000,8,1,44
-6.31369,-8.37821,-6.32762,-8.6858,1000,78475,6,1,44
-0.498171,-0.498171,-0.498171,-0.498171,1000,5455,2,0,37
-14.9371,-19.4614,-14.9841,-22.4202,1000,11288,10,1,4
-10.4394,-12.5017,-10.4605,-14.4946,1000,5455,8,1,48
-6.65386,-7.42678,-6.68935,-8.41281,1000,2636,6,1,25
-2.888,-3.5781,-2.89349,-3.67726,1000,61584,4,1,30
-7.4088,-7.64474,-7.41337,-7.7576,1000,37926,8,0,48
-14.8557,-20.1113,-14.8764,-21.5834,1000,48329,10,1,40
-6.36545,-8.01157,-6.37599,-8.58806,1000,23357,6,1,23
-14.9437,-19.2401,-14.9866,-22.2634,1000,8858,10,1,42
-0.42841,-0.42841,-0.42841,-0.42841,1000,48329,2,1,27
-10.8772,-11.8578,-10.97,-13.642,1000,1623,8,1,44
-2.13009,-2.24804,-2.13317,-2.27399,1000,11288,4,0,6
-0.549708,-0.549708,-0.549708,-0.549708,1000,2069,2,1,36
-7.33538,-7.59972,-7.33913,-7.69899,1000,37926,8,0,29
-7.4526,-7.67501,-7.4562,-7.80581,1000,37926,8,0,2
-4.47537,-4.85368,-4.4918,-5.03715,1000,8858,6,0,19
-10.9576,-11.1163,-10.9589,-11.1864,1000,100000,10,0,1
-7.48014,-8.66429,-7.52121,-9.26856,1000,3359,8,0,0
-7.50131,-8.28667,-7.52703,-8.75096,1000,5455,8,0,47
-10.3799,-13.6134,-10.3996,-14.6924,1000,29763,8,1,7
-3.03292,-3.33991,-3.03472,-3.56044,1000,5455,4,1,13
-10.9421,-12.1092,-10.9777,-12.7815,1000,5455,10,0,9
-14.8956,-19.0204,-14.9185,-21.3674,1000,14384,10,1,4
-0.422639,-0.422639,-0.422639,-0.422639,1000,100000,2,0,14
-10.8782,-11.9093,-11.0213,-13.6472,1000,1274,8,1,32
-11.3127,-13.175,-11.4086,-14.1785,1000,1623,10,0,5
-7.63992,-8.94462,-7.71431,-9.4763,1000,2069,8,0,31
-10.919,-11.0711,-10.9202,-11.1661,1000,100000,10,0,25
-6.34681,-8.04365,-6.36016,-8.57816,1000,29763,6,1,47
-4.74904,-5.31505,-4.77813,-5.55456,1000,3359,6,0,16
-15.1593,-17.7262,-15.2215,-21.03,1000,2636,10,1,31
-10.8352,-12.1745,-10.8624,-12.9171,1000,5455,10,0,42
-0.5365,-0.5365,-0.5365,-0.5365,1000,2636,2,1,10
-4.65381,-5.40804,-4.72236,-5.58451,1000,1623,6,0,44
-7.5766,-8.26199,-7.58644,-8.69209,1000,6951,8,0,47
-11.1426,-12.9696,-11.2151,-14.0563,1000,2069,10,0,49
-0.457573,-0.457573,-0.457573,-0.457573,1000,18329,2,0,32
-2.92027,-3.57313,-2.92641,-3.67084,1000,61584,4,1,23
-2.29311,-2.51941,-2.32399,-2.59968,1000,3359,4,0,34
-10.6509,-10.8495,-10.653,-10.9546,1000,100000,10,0,26
-6.8269,-7.34785,-6.87431,-8.29731,1000,2069,6,1,16
-0.615075,-0.615075,-0.615075,-0.615075,1000,1274,2,1,24
-10.411,-12.7548,-10.4363,-14.7161,1000,6951,8,1,34
-10.7286,-11.6818,-10.7474,-12.3405,1000,8858,10,0,1
-14.8976,-18.8176,-14.9181,-21.425,1000,11288,10,1,6
-0.61235,-0.61235,-0.61235,-0.61235,1000,1274,2,1,21
-10.8604,-11.4349,-10.8687,-11.7695,1000,18329,10,0,0
-0.541582,-0.541582,-0.541582,-0.541582,1000,4281,2,1,30
-0.575838,-0.575838,-0.575838,-0.575838,1000,2636,2,1,36
-0.589588,-0.589588,-0.589588,-0.589588,1000,1274,2,0,37
-2.16751,-2.32938,-2.17936,-2.37998,1000,5455,4,0,48
-7.5538,-8.4268,-7.57635,-8.82693,1000,5455,8,0,4
-3.13066,-3.31618,-3.13938,-3.56664,1000,3359,4,1,31
-7.29255,-7.57216,-7.2952,-7.74918,1000,29763,8,0,33
-0.466545,-0.466545,-0.466545,-0.466545,1000,8858,2,1,14
-2.94258,-3.45313,-2.94734,-3.65542,1000,14384,4,1,22
-0.43834,-0.43834,-0.43834,-0.43834,1000,37926,2,1,42
-2.11831,-2.18534,-2.12105,-2.2003,1000,18329,4,0,18
-2.0899,-2.13137,-2.09161,-2.14415,1000,37926,4,0,3
-10.6819,-10.905,-10.684,-11.0255,1000,78475,10,0,16
-7.5757,-8.72336,-7.64141,-9.29971,1000,2636,8,0,35
-0.487887,-0.487887,-0.487888,-0.487888,1000,4281,2,1,8
-4.60249,-4.85349,-4.6112,-4.94905,1000,14384,6,0,3
-14.8938,-19.7224,-14.9167,-21.0521,1000,37926,10,1,24
-7.3501,-7.48336,-7.35159,-7.5224,1000,78475,8,0,43
-7.77847,-8.87126,-7.85479,-9.46098,1000,2636,8,0,16
-7.51989,-8.2361,-7.53867,-8.66014,1000,6951,8,0,32
-0.445383,-0.445383,-0.445383,-0.445383,1000,14384,2,1,24
-4.54464,-4.80583,-4.55532,-4.93938,1000,11288,6,0,11
-2.15165,-2.26961,-2.15931,-2.31386,1000,8858,4,0,38
-0.507593,-0.507593,-0.507593,-0.507593,1000,5455,2,1,36
-4.87027,-5.60864,-4.92871,-5.85124,1000,1623,6,0,8
-2.91822,-3.52265,-2.92214,-3.69308,1000,29763,4,1,16
-10.483,-13.1438,-10.5186,-14.9317,1000,8858,8,1,2
-6.50306,-7.37718,-6.52791,-8.29417,1000,3359,6,1,38
-10.3666,-13.3049,-10.3949,-14.6838,1000,18329,8,1,19
-2.92703,-3.56681,-2.93401,-3.66192,1000,61584,4,1,8
-3.15765,-3.1216,-3.21936,-3.28825,1000,1274,4,1,15
-14.905,-19.3774,-14.9309,-21.4979,1000,18329,10,1,42
-0.584508,-0.584508,-0.584508,-0.584508,1000,2069,2,0,33
-4.37509,-4.70602,-4.38332,-4.8134,1000,11288,6,0,24
-14.8642,-19.0864,-14.8847,-21.868,1000,11288,10,1,34
-14.8519,-19.7924,-14.8739,-20.9807,1000,48329,10,1,7
-2.92521,-3.46338,-2.93353,-3.61107,1000,23357,4,1,29
-2.15864,-2.35786,-2.1739,-2.41414,1000,3359,4,0,17
-3.24302,-3.32328,-3.26462,-3.55294,1000,2636,4,1,28
-2.95598,-3.59163,-2.96308,-3.71723,1000,37926,4,1,6
-3.00308,-3.33054,-3.00247,-3.58626,1000,6951,4,1,32
-0.435846,-0.435846,-0.435846,-0.435846,1000,18329,2,1,11
-6.385,-7.76565,-6.39783,-8.61993,1000,8858,6,1,15
-6.6664,-7.34555,-6.71253,-8.29584,1000,2636,6,1,10
-7.80217,-8.89049,-7.88267,-9.50539,1000,2636,8,0,2
-0.430024,-0.430024,-0.430024,-0.430024,1000,61584,2,1,29
-2.94229,-3.54833,-2.95416,-3.74125,1000,18329,4,1,33
-0.431262,-0.431262,-0.431262,-0.431262,1000,29763,2,1,13
-6.88174,-7.00265,-7.07533,-7.71611,1000,1000,6,1,46
-2.96783,-3.46259,-2.98004,-3.66898,1000,11288,4,1,4
-0.486222,-0.486222,-0.486222,-0.486222,1000,5455,2,1,4
-14.8827,-19.8344,-14.9055,-21.1539,1000,37926,10,1,38
-10.7517,-11.8902,-10.8348,-13.7395,1000,1623,8,1,41
-7.56408,-8.13101,-7.57494,-8.50798,1000,11288,8,0,11
-10.3193,-13.8667,-10.3356,-14.7349,1000,48329,8,1,36
-0.537531,-0.537531,-0.537531,-0.537531,1000,3359,2,1,43
-2.97283,-3.41987,-2.98545,-3.65038,1000,8858,4,1,45
-0.645577,-0.645577,-0.645577,-0.645577,1000,1000,2,1,43
-0.452126,-0.452126,-0.452126,-0.452126,1000,18329,2,0,7
-2.06836,-2.17307,-2.06559,-2.18535,1000,11288,4,0,49
-7.54895,-7.85816,-7.55545,-8.04597,1000,23357,8,0,19
-8.07832,-9.35224,-8.20083,-10.0189,1000,1623,8,0,10
-7.32995,-7.53884,-7.33232,-7.64402,1000,48329,8,0,27
-7.48247,-8.5835,-7.52024,-9.13177,1000,3359,8,0,26
-6.5485,-7.06146,-6.58789,-7.88372,1000,2069,6,1,20
-2.16231,-2.26332,-2.16708,-2.29947,1000,11288,4,0,13
-0.456092,-0.456092,-0.456092,-0.456092,1000,14384,2,0,10
-7.19073,-7.09325,-7.34887,-7.78158,1000,1000,6,1,0
-7.52533,-8.70086,-7.57803,-9.28805,1000,3359,8,0,17
-2.06494,-2.08929,-2.0653,-2.09392,1000,61584,4,0,22
-2.22181,-2.48008,-2.24479,-2.51878,1000,2636,4,0,28
-11.3942,-13.3051,-11.5607,-14.2469,1000,1274,10,0,6
-2.10682,-2.16647,-2.10859,-2.17796,1000,23357,4,0,47
-2.155,-2.31804,-2.16338,-2.34234,1000,8858,4,0,40
-0.431405,-0.431405,-0.431405,-0.431405,1000,37926,2,0,12
-4.85636,-5.50348,-4.88525,-5.72161,1000,1623,6,0,21
-7.36583,-7.94864,-7.37972,-8.28175,1000,11288,8,0,37
-10.5687,-12.6286,-10.6016,-14.679,1000,4281,8,1,3
-10.3411,-13.4518,-10.3556,-14.4993,1000,29763,8,1,14
-2.0637,-2.1413,-2.06558,-2.14977,1000,23357,4,0,6
-10.744,-12.0292,-10.7761,-12.7313,1000,5455,10,0,6
-11.2412,-13.0867,-11.3488,-14.1008,1000,1623,10,0,25
-0.459374,-0.459374,-0.459374,-0.459374,1000,14384,2,1,37
-11.2032,-11.6494,-11.4108,-13.2244,1000,1000,8,1,9
-4.69754,-5.3619,-4.76194,-5.57619,1000,2636,6,0,39
-0.577143,-0.577143,-0.577143,-0.577143,1000,1274,2,0,6
-0.482048,-0.482048,-0.482048,-0.482048,1000,6951,2,1,36
-2.96081,-3.48634,-2.9687,-3.66288,1000,18329,4,1,45
-10.8555,-11.7229,-10.8698,-12.3412,1000,11288,10,0,37
-2.25497,-2.5464,-2.27051,-2.5871,1000,2636,4,0,46
-0.484105,-0.484105,-0.484105,-0.484105,1000,6951,2,1,16
-8.00021,-9.28658,-8.18039,-9.7001,1000,1000,8,0,48
-7.86966,-9.12816,-7.98337,-9.6733,1000,1623,8,0,17
-0.422713,-0.422713,-0.422713,-0.422713,1000,29763,2,0,10
-2.24228,-2.44166,-2.25452,-2.48956,1000,3359,4,0,41
-2.04509,-2.0643,-2.04556,-2.06744,1000,100000,4,0,38
-3.19838,-3.24827,-3.22068,-3.4606,1000,2069,4,1,49
-5.11062,-5.8251,-5.21455,-6.01886,1000,1000,6,0,2
-4.47269,-4.5902,-4.47479,-4.64453,1000,37926,6,0,46
-2.12683,-2.25275,-2.13037,-2.29068,1000,8858,4,0,0
-10.7148,-10.9804,-10.7169,-11.1547,1000,61584,10,0,0
-11.2585,-13.3675,-11.391,-14.2964,1000,1274,10,0,19
-0.440574,-0.440574,-0.440574,-0.440574,1000,29763,2,0,45
-6.37405,-7.79394,-6.38268,-8.60149,1000,11288,6,1,7
-6.60488,-7.35141,-6.67514,-8.3016,1000,2636,6,1,37
-4.36808,-4.48912,-4.37037,-4.53266,1000,37926,6,0,38
-0.423072,-0.423072,-0.423072,-0.423072,1000,78475,2,0,2
-4.94167,-5.79181,-5.03216,-6.08567,1000,1274,6,0,28
-2.93199,-3.65451,-2.93869,-3.74732,1000,78475,4,1,29
-6.4422,-7.36915,-6.44144,-8.32067,1000,4281,6,1,43
-0.418383,-0.418383,-0.418383,-0.418383,1000,37926,2,1,9
-2.08278,-2.16012,-2.08519,-2.17403,1000,18329,4,0,7
-0.644954,-0.644954,-0.644954,-0.644954,1000,1274,2,1,22
-10.7226,-11.0433,-10.7248,-11.2347,1000,48329,10,0,19
-14.9075,-19.1033,-14.9275,-21.4173,1000,14384,10,1,5
-6.39119,-7.61758,-6.39865,-8.46799,1000,8858,6,1,9
-14.8665,-19.731,-14.8947,-21.4453,1000,29763,10,1,24
-10.3789,-13.7617,-10.3962,-14.2432,1000,100000,8,1,29
-10.429,-12.5554,-10.4397,-14.4868,1000,5455,8,1,19
-10.7879,-11.4215,-10.7961,-11.7626,1000,18329,10,0,11
-2.97823,-3.33593,-2.97661,-3.59024,1000,6951,4,1,2
-8.07715,-9.3198,-8.22715,-9.71751,1000,1274,8,0,15
-0.62334,-0.62334,-0.62334,-0.62334,1000,1623,2,1,15
-4.64197,-5.10372,-4.66256,-5.33973,1000,5455,6,0,47
-11.0411,-11.9837,-11.2056,-13.8204,1000,1274,8,1,49
-11.0851,-11.6509,-11.163,-13.3159,1000,1274,8,1,17
-0.497007,-0.497007,-0.497007,-0.497007,1000,4281,2,1,21
-7.01385,-7.31852,-7.15949,-8.12514,1000,1274,6,1,4
-10.8231,-11.5985,-10.8417,-12.1363,1000,11288,10,0,18
-4.73979,-5.38653,-4.80297,-5.59388,1000,2636,6,0,28
-10.8758,-12.0222,-10.9028,-12.9115,1000,6951,10,0,32
-10.7107,-11.0988,-10.716,-11.2996,1000,37926,10,0,0
-6.76828,-7.18435,-6.8809,-8.06032,1000,1623,6,1,32
-10.4377,-12.7645,-10.4576,-14.6152,1000,6951,8,1,33
-2.12283,-2.25676,-2.13101,-2.28225,1000,11288,4,0,42
-2.89254,-3.57553,-2.90001,-3.67657,1000,48329,4,1,25
-2.48077,-2.78889,-2.50531,-2.84175,1000,1274,4,0,34
-0.496832,-0.496832,-0.496832,-0.496832,1000,6951,2,0,23
-14.8574,-20.4049,-14.8795,-21.4897,1000,78475,10,1,2
-0.558985,-0.558985,-0.558985,-0.558985,1000,2069,2,1,17
-6.41044,-7.611,-6.42785,-8.52758,1000,6951,6,1,25
-0.651442,-0.651442,-0.651442,-0.651442,1000,1623,2,1,20
-2.09521,-2.16475,-2.09926,-2.18381,1000,23357,4,0,42
-4.52416,-4.70693,-4.52736,-4.79122,1000,23357,6,0,22
-7.99063,-9.35799,-8.13419,-9.86371,1000,1274,8,0,10
-0.593256,-0.593256,-0.593256,-0.593256,1000,2069,2,1,15
-0.493039,-0.493039,-0.493039,-0.493039,1000,6951,2,1,40
-6.33785,-8.34147,-6.35076,-8.78213,1000,48329,6,1,24
-14.9731,-18.7987,-15.0292,-22.0748,1000,5455,10,1,42
-15.0544,-18.2216,-15.0948,-21.6692,1000,4281,10,1,30
-2.13962,-2.34661,-2.15293,-2.3881,1000,4281,4,0,27
-4.4583,-4.51644,-4.4593,-4.52756,1000,100000,6,0,4
-6.32707,-8.06338,-6.33925,-8.4127,1000,48329,6,1,30
-6.36207,-8.01821,-6.37794,-8.84266,1000,14384,6,1,24
-7.35172,-7.29294,-7.59271,-8.04016,1000,1000,6,1,34
-11.2211,-12.7952,-11.3082,-13.8644,1000,2636,10,0,46
-10.3322,-13.7868,-10.3559,-14.6173,1000,48329,8,1,25
-10.3807,-13.2939,-10.4034,-14.5549,1000,18329,8,1,15
-7.483,-8.14398,-7.49975,-8.50888,1000,8858,8,0,43
-11.2575,-13.3149,-11.4056,-14.2006,1000,1274,10,0,12
-0.532087,-0.532087,-0.532087,-0.532087,1000,3359,2,0,37
-0.505184,-0.505184,-0.505184,-0.505184,1000,4281,2,0,26
-0.433981,-0.433981,-0.433981,-0.433981,1000,100000,2,0,46
-4.46578,-4.61701,-4.46956,-4.66743,1000,29763,6,0,35
-0.551333,-0.551333,-0.551333,-0.551333,1000,2636,2,1,40
-2.92815,-3.55984,-2.93396,-3.63143,1000,61584,4,1,26
-11.6493,-13.54,-11.809,-14.602,1000,1274,10,0,35
-0.440583,-0.440583,-0.440583,-0.440583,1000,18329,2,1,18
-0.598901,-0.598901,-0.598901,-0.598901,1000,1623,2,1,12
-4.46847,-4.52054,-4.47005,-4.53558,1000,100000,6,0,27
-2.9819,-3.4206,-2.9856,-3.65973,1000,8858,4,1,6
-2.03132,-2.10845,-2.0332,-2.12251,1000,23357,4,0,30
-4.48129,-4.60717,-4.48229,-4.65005,1000,37926,6,0,27
-14.9489,-18.6917,-14.9866,-21.818,1000,6951,10,1,49
-2.50257,-2.74347,-2.53072,-2.81845,1000,2069,4,0,28
-10.7662,-11.1109,-10.7685,-11.3516,1000,37926,10,0,23
-14.9108,-19.3554,-14.9407,-21.3493,1000,18329,10,1,12
-10.4777,-12.715,-10.5113,-14.6841,1000,5455,8,1,26
-10.6918,-10.9222,-10.6948,-11.0823,1000,78475,10,0,14
-6.36668,-7.68894,-6.3728,-8.41886,1000,11288,6,1,49
-15.2103,-17.3929,-15.2855,-20.6541,1000,2069,10,1,39
-15.1051,-18.3255,-15.1552,-21.7905,1000,4281,10,1,13
-10.5738,-12.5059,-10.5975,-14.4638,1000,4281,8,1,9
-6.33145,-8.04908,-6.34444,-8.52426,1000,29763,6,1,30
-11.2917,-11.7968,-11.5075,-13.614,1000,1000,8,1,18
-2.06194,-2.08218,-2.06202,-2.08382,1000,78475,4,0,21
-10.5365,-12.384,-10.5497,-14.3662,1000,4281,8,1,12
-6.95965,-7.04706,-7.10004,-7.83376,1000,1274,6,1,32
-0.401711,-0.401711,-0.401711,-0.401711,1000,100000,2,1,5
-4.63695,-5.28096,-4.67717,-5.45538,1000,2636,6,0,35
-11.5285,-13.5307,-11.6834,-14.4471,1000,1000,10,0,36
-0.618144,-0.618144,-0.618144,-0.618144,1000,1623,2,0,22
-2.34604,-2.56195,-2.36472,-2.60326,1000,2069,4,0,41
-10.4261,-12.2757,-10.4572,-14.209,1000,4281,8,1,49
-10.6745,-11.6995,-10.6997,-12.3506,1000,8858,10,0,34
