newman,newman_leadership,higher_order_leadership,spring_rank,spring_rank_leadership,page_rank,page_rank_leadership,point_wise,K,rep
0.469,0.254,0.256,0.215,0.226,0.066,0.14,0.24,6,38
0.421,0.167,0.194,0.155,0.158,0.028,0.083,0.178,8,99
0.466,0.482,0.495,0.338,0.338,0.381,0.381,0.429,2,40
0.374,0.053,0.081,0.071,0.063,0.005,0.032,0.108,14,73
0.401,0.122,0.154,0.13,0.13,0.018,0.06,0.157,10,85
0.363,0.031,0.059,0.049,0.036,0.003,0.018,0.081,16,49
0.477,0.493,0.45,0.347,0.347,0.406,0.406,0.407,2,54
0.562,0.337,0.323,0.266,0.26,0.136,0.199,0.272,4,48
0.388,0.047,0.053,0.038,0.031,0.0,0.01,0.061,16,61
0.459,0.232,0.24,0.197,0.222,0.07,0.135,0.233,6,17
0.443,0.171,0.187,0.15,0.168,0.032,0.088,0.189,8,84
0.398,0.106,0.122,0.112,0.108,0.009,0.053,0.146,10,57
0.411,0.057,0.066,0.054,0.041,0.001,0.02,0.076,14,60
0.365,0.026,0.04,0.041,0.033,0.0,0.015,0.072,18,44
0.405,0.129,0.143,0.108,0.118,0.014,0.06,0.162,10,50
0.483,0.223,0.218,0.193,0.205,0.065,0.137,0.23,6,79
0.496,0.348,0.343,0.305,0.311,0.178,0.247,0.306,4,61
0.519,0.331,0.324,0.272,0.278,0.159,0.207,0.283,4,60
0.462,0.241,0.243,0.19,0.205,0.078,0.141,0.226,6,2
0.409,0.106,0.122,0.106,0.108,0.006,0.055,0.155,10,39
0.42,0.148,0.171,0.15,0.154,0.03,0.091,0.199,8,86
0.459,0.25,0.258,0.219,0.245,0.075,0.157,0.251,6,4
0.466,0.449,0.454,0.35,0.35,0.392,0.392,0.428,2,10
0.383,0.024,0.048,0.032,0.033,0.0,0.007,0.063,18,83
0.395,0.123,0.142,0.123,0.12,0.015,0.058,0.151,10,19
0.411,0.056,0.079,0.061,0.061,0.007,0.027,0.088,14,4
0.401,0.122,0.142,0.115,0.114,0.01,0.055,0.16,10,99
0.393,0.054,0.074,0.055,0.055,0.002,0.024,0.096,14,55
0.409,0.13,0.146,0.118,0.126,0.014,0.07,0.15,10,91
0.413,0.094,0.113,0.106,0.105,0.005,0.043,0.139,12,87
0.489,0.471,0.471,0.336,0.336,0.385,0.385,0.423,2,74
0.466,0.229,0.226,0.194,0.206,0.065,0.125,0.234,6,6
0.396,0.032,0.044,0.046,0.04,0.001,0.01,0.074,16,79
0.52,0.328,0.314,0.272,0.283,0.136,0.2,0.288,4,50
0.441,0.127,0.138,0.099,0.115,0.015,0.063,0.148,10,79
0.421,0.113,0.131,0.107,0.124,0.013,0.054,0.141,10,14
0.368,0.038,0.058,0.052,0.049,0.0,0.016,0.077,16,75
0.435,0.179,0.194,0.137,0.169,0.015,0.086,0.198,8,89
0.402,0.112,0.131,0.103,0.105,0.012,0.055,0.15,10,48
0.406,0.072,0.095,0.087,0.081,0.007,0.043,0.121,12,73
0.484,0.258,0.234,0.209,0.214,0.073,0.127,0.239,6,34
0.379,0.07,0.099,0.087,0.079,0.003,0.033,0.114,14,87
0.418,0.114,0.137,0.096,0.105,0.009,0.059,0.137,10,40
0.387,0.043,0.063,0.047,0.049,0.001,0.014,0.08,16,62
0.506,0.35,0.328,0.283,0.287,0.16,0.209,0.291,4,36
0.472,0.25,0.251,0.22,0.222,0.07,0.14,0.254,6,9
0.365,0.024,0.036,0.033,0.025,0.0,0.004,0.057,18,16
0.516,0.319,0.317,0.313,0.306,0.169,0.228,0.298,4,79
0.48,0.478,0.479,0.36,0.36,0.394,0.394,0.426,2,84
0.448,0.234,0.235,0.212,0.219,0.066,0.133,0.237,6,75
0.39,0.036,0.054,0.045,0.035,0.001,0.017,0.077,16,8
0.403,0.114,0.121,0.11,0.104,0.01,0.056,0.161,10,2
0.369,0.036,0.045,0.044,0.043,0.0,0.017,0.06,16,58
0.369,0.031,0.041,0.04,0.032,0.001,0.015,0.067,18,94
0.518,0.344,0.337,0.289,0.302,0.171,0.223,0.309,4,2
0.523,0.354,0.349,0.288,0.282,0.162,0.198,0.288,4,58
0.362,0.029,0.048,0.034,0.035,0.002,0.008,0.065,18,6
0.347,0.03,0.052,0.041,0.037,0.0,0.012,0.07,18,64
0.415,0.077,0.103,0.082,0.086,0.003,0.035,0.122,12,9
0.394,0.066,0.103,0.088,0.088,0.004,0.038,0.134,12,45
0.402,0.036,0.045,0.051,0.048,0.003,0.016,0.078,16,18
0.418,0.239,0.25,0.212,0.226,0.063,0.135,0.249,6,74
0.393,0.027,0.047,0.036,0.037,0.001,0.014,0.057,18,80
0.412,0.117,0.129,0.107,0.112,0.017,0.058,0.148,10,7
0.509,0.464,0.46,0.348,0.348,0.41,0.41,0.452,2,21
0.403,0.161,0.186,0.158,0.157,0.026,0.091,0.197,8,80
0.506,0.362,0.352,0.29,0.301,0.165,0.23,0.306,4,24
0.403,0.092,0.108,0.1,0.102,0.008,0.04,0.139,12,53
0.469,0.468,0.478,0.354,0.354,0.389,0.389,0.42,2,85
0.507,0.333,0.337,0.284,0.288,0.147,0.2,0.311,4,8
0.504,0.49,0.533,0.343,0.343,0.388,0.388,0.416,2,27
0.425,0.144,0.17,0.152,0.15,0.031,0.089,0.181,8,83
0.337,0.029,0.053,0.038,0.045,0.0,0.011,0.071,18,68
0.409,0.026,0.049,0.044,0.03,0.0,0.009,0.073,18,76
0.378,0.029,0.055,0.05,0.048,0.001,0.017,0.081,16,53
0.392,0.075,0.099,0.082,0.089,0.004,0.047,0.124,12,58
0.36,0.044,0.052,0.041,0.034,0.002,0.014,0.066,16,63
0.381,0.08,0.099,0.086,0.08,0.004,0.041,0.115,12,10
0.388,0.043,0.067,0.049,0.053,0.001,0.018,0.087,16,97
0.471,0.462,0.463,0.34,0.34,0.376,0.376,0.428,2,20
0.383,0.03,0.048,0.045,0.04,0.001,0.015,0.072,18,31
0.379,0.08,0.086,0.086,0.091,0.004,0.041,0.12,12,39
0.495,0.539,0.442,0.304,0.304,0.358,0.358,0.406,2,12
0.492,0.324,0.315,0.285,0.285,0.158,0.202,0.288,4,75
0.379,0.026,0.047,0.044,0.043,0.001,0.008,0.074,18,43
0.52,0.319,0.299,0.279,0.273,0.156,0.209,0.274,4,41
0.442,0.22,0.234,0.219,0.216,0.071,0.148,0.253,6,51
0.408,0.075,0.085,0.073,0.072,0.005,0.026,0.099,12,97
0.465,0.456,0.521,0.345,0.345,0.4,0.4,0.408,2,86
0.383,0.045,0.068,0.054,0.059,0.001,0.026,0.103,14,12
0.495,0.359,0.355,0.308,0.32,0.182,0.234,0.322,4,16
0.401,0.06,0.081,0.063,0.066,0.003,0.024,0.094,14,63
0.41,0.113,0.13,0.103,0.102,0.012,0.049,0.138,10,72
0.404,0.11,0.134,0.109,0.11,0.006,0.05,0.154,10,30
0.508,0.375,0.356,0.278,0.299,0.165,0.22,0.313,4,78
0.403,0.135,0.152,0.119,0.127,0.013,0.064,0.156,10,94
0.347,0.022,0.037,0.048,0.029,0.0,0.009,0.081,18,39
0.504,0.346,0.357,0.286,0.319,0.16,0.213,0.285,4,53
0.515,0.333,0.335,0.263,0.276,0.141,0.193,0.264,4,98
0.476,0.478,0.477,0.322,0.322,0.394,0.394,0.415,2,58
0.405,0.09,0.101,0.079,0.072,0.005,0.036,0.112,12,15
0.382,0.046,0.05,0.054,0.043,0.001,0.018,0.086,16,31
0.38,0.029,0.04,0.035,0.032,0.0,0.01,0.053,18,30
0.494,0.358,0.35,0.283,0.312,0.172,0.218,0.308,4,91
0.44,0.264,0.251,0.215,0.22,0.08,0.151,0.24,6,13
0.41,0.031,0.047,0.029,0.033,0.0,0.004,0.067,18,40
0.476,0.25,0.267,0.208,0.209,0.069,0.145,0.235,6,76
0.402,0.078,0.093,0.073,0.078,0.004,0.035,0.123,12,49
0.371,0.063,0.072,0.073,0.058,0.002,0.028,0.108,14,21
0.411,0.128,0.151,0.11,0.125,0.013,0.057,0.164,10,77
0.401,0.12,0.128,0.099,0.113,0.009,0.061,0.154,10,4
0.451,0.229,0.237,0.22,0.221,0.067,0.141,0.261,6,52
0.497,0.364,0.374,0.296,0.3,0.166,0.209,0.303,4,57
0.495,0.491,0.498,0.384,0.384,0.415,0.415,0.439,2,59
0.367,0.028,0.04,0.034,0.029,0.001,0.009,0.067,18,34
0.375,0.108,0.137,0.138,0.129,0.022,0.078,0.179,10,68
0.476,0.483,0.479,0.339,0.339,0.372,0.372,0.414,2,88
0.386,0.051,0.072,0.048,0.052,0.002,0.017,0.083,14,16
0.39,0.022,0.041,0.047,0.036,0.001,0.017,0.074,18,57
0.38,0.082,0.097,0.084,0.081,0.006,0.031,0.124,12,19
0.398,0.13,0.145,0.105,0.117,0.013,0.054,0.147,10,34
0.392,0.044,0.055,0.052,0.048,0.001,0.016,0.078,16,29
0.444,0.227,0.247,0.218,0.223,0.071,0.144,0.253,6,33
0.389,0.058,0.077,0.068,0.068,0.003,0.033,0.107,14,86
0.405,0.068,0.082,0.069,0.068,0.002,0.029,0.111,14,25
0.387,0.084,0.113,0.099,0.096,0.006,0.044,0.146,12,72
0.4,0.08,0.09,0.072,0.072,0.003,0.034,0.108,12,3
0.448,0.244,0.225,0.191,0.2,0.066,0.124,0.214,6,29
0.38,0.087,0.113,0.098,0.09,0.002,0.039,0.12,12,99
0.388,0.049,0.067,0.056,0.058,0.002,0.018,0.086,14,95
0.402,0.123,0.132,0.118,0.119,0.016,0.061,0.163,10,78
0.391,0.058,0.077,0.063,0.062,0.001,0.023,0.098,14,99
0.467,0.269,0.279,0.235,0.247,0.088,0.17,0.281,6,24
0.499,0.35,0.342,0.301,0.305,0.173,0.224,0.293,4,33
0.451,0.253,0.248,0.208,0.22,0.062,0.138,0.238,6,42
0.379,0.077,0.102,0.094,0.085,0.007,0.043,0.132,12,37
